year,Year2,Indicator,Country,Value
1979,01/01/1979,Agricultural land (sq. km),India,1805800
1979,01/01/1979,Agricultural land (sq. km),Italy,176080
1979,01/01/1979,Agricultural land (sq. km),Japan,61740
1979,01/01/1979,Agricultural land (sq. km),South Korea,22520
1979,01/01/1979,Agricultural land (sq. km),Mexico,979980
1979,01/01/1979,Agricultural land (sq. km),Russia,2216310
1979,01/01/1979,Agricultural land (sq. km),Saudi Arabia,869090
1979,01/01/1979,Agricultural land (sq. km),Turkey,388920
1979,01/01/1979,Agricultural land (sq. km),United States,4281630
1979,01/01/1979,Agricultural land (sq. km),South Africa,942100
1979,01/01/1979,CO2 emissions (kt),Argentina,110703.063
1979,01/01/1979,CO2 emissions (kt),Australia,205069.641
1979,01/01/1979,CO2 emissions (kt),Brazil,188322.452
1979,01/01/1979,CO2 emissions (kt),Canada,442067.851
1979,01/01/1979,CO2 emissions (kt),China,1494859.884
1979,01/01/1979,CO2 emissions (kt),Germany,929973.202
1979,01/01/1979,CO2 emissions (kt),European Union,4647643.766
1979,01/01/1979,CO2 emissions (kt),France,529155.434
1979,01/01/1979,CO2 emissions (kt),United Kingdom,644893.288
1979,01/01/1979,CO2 emissions (kt),Indonesia,95096.311
1979,01/01/1979,CO2 emissions (kt),India,296891.321
1979,01/01/1979,CO2 emissions (kt),Italy,387466.221
1979,01/01/1979,CO2 emissions (kt),Japan,955620.2
1979,01/01/1979,CO2 emissions (kt),South Korea,133211.109
1979,01/01/1979,CO2 emissions (kt),Mexico,240874.229
1979,01/01/1979,CO2 emissions (kt),Russia,2078668.286
1979,01/01/1979,CO2 emissions (kt),Saudi Arabia,138135.89
1979,01/01/1979,CO2 emissions (kt),Turkey,75576.87
1979,01/01/1979,CO2 emissions (kt),United States,4901796.244
1979,01/01/1979,CO2 emissions (kt),South Africa,218908.899
1979,01/01/1979,Forest area (sq. km),Argentina,347930
1979,01/01/1979,Forest area (sq. km),Australia,1285410
1979,01/01/1979,Forest area (sq. km),Brazil,5467050
1979,01/01/1979,Forest area (sq. km),Canada,3482730
1979,01/01/1979,Forest area (sq. km),China,1571405.938
1979,01/01/1979,Forest area (sq. km),Germany,113000
1979,01/01/1979,Forest area (sq. km),European Union,1479241.502
1979,01/01/1979,Forest area (sq. km),France,144360
1979,01/01/1979,Forest area (sq. km),United Kingdom,27780
1979,01/01/1979,Forest area (sq. km),Indonesia,1185450
1979,01/01/1979,Forest area (sq. km),India,639390
1979,01/01/1979,Forest area (sq. km),Italy,75900
1979,01/01/1979,Forest area (sq. km),Japan,249500
1979,01/01/1979,Forest area (sq. km),South Korea,63700
1979,01/01/1979,Forest area (sq. km),Mexico,697600
1979,01/01/1979,Forest area (sq. km),Russia,8089500
1979,01/01/1979,Forest area (sq. km),Saudi Arabia,9770
1979,01/01/1979,Forest area (sq. km),Turkey,96220
1979,01/01/1979,Forest area (sq. km),United States,3024500
1979,01/01/1979,Forest area (sq. km),South Africa,92410
1979,01/01/1979,Population,Argentina,27471036
1979,01/01/1979,Population,Australia,14514000
1979,01/01/1979,Population,Brazil,117878411
1979,01/01/1979,Population,Canada,24201544
1979,01/01/1979,Population,China,969005000
1979,01/01/1979,Population,Germany,78126350
1979,01/01/1979,Population,European Union,462298836
1979,01/01/1979,Population,France,54917118
1979,01/01/1979,Population,United Kingdom,56246951
1979,01/01/1979,Population,Indonesia,144009845
1979,01/01/1979,Population,India,682995354
1979,01/01/1979,Population,Italy,56317749
1979,01/01/1979,Population,Japan,115870000
1979,01/01/1979,Population,South Korea,37534236
1979,01/01/1979,Population,Mexico,66123897
1979,01/01/1979,Population,Russia,138027000
1979,01/01/1979,Population,Saudi Arabia,9137927
1979,01/01/1979,Population,Turkey,42994041
1979,01/01/1979,Population,United States,225055000
1979,01/01/1979,Population,South Africa,27827320
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,255920.06
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Australia,412123.022
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1415028.578
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Canada,656571.07
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),China,2773803.817
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Germany,1411701.43
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),European Union,6385749.34
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),France,697434.69
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,876952.44
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,696521.76
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),India,905452.595
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Italy,475665.266
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1159212.2
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,172533.275
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,362012.517
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Russia,2964555.53
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,216984.5731
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,141905.285
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),United States,6135462.9
1979,01/01/1979,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,298781.005
1979,01/01/1979,Urban population,Argentina,22668000
1979,01/01/1979,Urban population,Australia,12395391
1979,01/01/1979,Urban population,Brazil,76091693
1979,01/01/1979,Urban population,Canada,18301934
1979,01/01/1979,Urban population,China,180399661
1979,01/01/1979,Urban population,Germany,56865826
1979,01/01/1979,Urban population,European Union,317255252
1979,01/01/1979,Urban population,France,40205371
1979,01/01/1979,Urban population,United Kingdom,44054299
1979,01/01/1979,Urban population,Indonesia,30996679
1979,01/01/1979,Urban population,India,155285824
1979,01/01/1979,Urban population,Italy,37418639
1979,01/01/1979,Urban population,Japan,88197927
1979,01/01/1979,Urban population,South Korea,20636698
1979,01/01/1979,Urban population,Mexico,43407693
1979,01/01/1979,Urban population,Russia,95659612
1979,01/01/1979,Urban population,Saudi Arabia,5885282
1979,01/01/1979,Urban population,Turkey,18640066
1979,01/01/1979,Urban population,United States,165847531
1979,01/01/1979,Urban population,South Africa,13454231
1980,01/01/1980,Agricultural land (sq. km),Argentina,1280200
1980,01/01/1980,Agricultural land (sq. km),Australia,4829260
1980,01/01/1980,Agricultural land (sq. km),Brazil,2242780
1980,01/01/1980,Agricultural land (sq. km),Canada,663960
1980,01/01/1980,Agricultural land (sq. km),China,4276040
1980,01/01/1980,Agricultural land (sq. km),Germany,185190
1980,01/01/1980,Agricultural land (sq. km),European Union,1976655
1980,01/01/1980,Agricultural land (sq. km),France,317220
1980,01/01/1980,Agricultural land (sq. km),United Kingdom,184690
1980,01/01/1980,Agricultural land (sq. km),Indonesia,380000
1980,01/01/1980,Agricultural land (sq. km),India,1802720
1980,01/01/1980,Agricultural land (sq. km),Italy,175620
1980,01/01/1980,Agricultural land (sq. km),Japan,60610
1980,01/01/1980,Agricultural land (sq. km),South Korea,22470
1980,01/01/1980,Agricultural land (sq. km),Mexico,981800
1980,01/01/1980,Agricultural land (sq. km),Russia,2216310
1980,01/01/1980,Agricultural land (sq. km),Saudi Arabia,869620
1980,01/01/1980,Agricultural land (sq. km),Turkey,385790
1980,01/01/1980,Agricultural land (sq. km),United States,4281630
1980,01/01/1980,Agricultural land (sq. km),South Africa,941600
1980,01/01/1980,CO2 emissions (kt),Argentina,108737.551
1980,01/01/1980,CO2 emissions (kt),Australia,220746.066
1980,01/01/1980,CO2 emissions (kt),Brazil,187090.34
1980,01/01/1980,CO2 emissions (kt),Canada,443233.957
1980,01/01/1980,CO2 emissions (kt),China,1467192.369
1980,01/01/1980,CO2 emissions (kt),Germany,929973.202
1980,01/01/1980,CO2 emissions (kt),European Union,4518359.15
1980,01/01/1980,CO2 emissions (kt),France,505363.938
1980,01/01/1980,CO2 emissions (kt),United Kingdom,579290.658
1980,01/01/1980,CO2 emissions (kt),Indonesia,94784.616
1980,01/01/1980,CO2 emissions (kt),India,314016.211
1980,01/01/1980,CO2 emissions (kt),Italy,388969.691
1980,01/01/1980,CO2 emissions (kt),Japan,947571.135
1980,01/01/1980,CO2 emissions (kt),South Korea,134868.593
1980,01/01/1980,CO2 emissions (kt),Mexico,268453.736
1980,01/01/1980,CO2 emissions (kt),Russia,2078668.286
1980,01/01/1980,CO2 emissions (kt),Saudi Arabia,169404.399
1980,01/01/1980,CO2 emissions (kt),Turkey,75763.887
1980,01/01/1980,CO2 emissions (kt),United States,4723209.677
1980,01/01/1980,CO2 emissions (kt),South Africa,228454.1
1980,01/01/1980,Forest area (sq. km),Argentina,347930
1980,01/01/1980,Forest area (sq. km),Australia,1285410
1980,01/01/1980,Forest area (sq. km),Brazil,5467050
1980,01/01/1980,Forest area (sq. km),Canada,3482730
1980,01/01/1980,Forest area (sq. km),China,1571405.938
1980,01/01/1980,Forest area (sq. km),Germany,113000
1980,01/01/1980,Forest area (sq. km),European Union,1479241.502
1980,01/01/1980,Forest area (sq. km),France,144360
1980,01/01/1980,Forest area (sq. km),United Kingdom,27780
1980,01/01/1980,Forest area (sq. km),Indonesia,1185450
1980,01/01/1980,Forest area (sq. km),India,639390
1980,01/01/1980,Forest area (sq. km),Italy,75900
1980,01/01/1980,Forest area (sq. km),Japan,249500
1980,01/01/1980,Forest area (sq. km),South Korea,63700
1980,01/01/1980,Forest area (sq. km),Mexico,697600
1980,01/01/1980,Forest area (sq. km),Russia,8089500
1980,01/01/1980,Forest area (sq. km),Saudi Arabia,9770
1980,01/01/1980,Forest area (sq. km),Turkey,96220
1980,01/01/1980,Forest area (sq. km),United States,3024500
1980,01/01/1980,Forest area (sq. km),South Africa,92410
1980,01/01/1980,Population,Argentina,27896528
1980,01/01/1980,Population,Australia,14692000
1980,01/01/1980,Population,Brazil,120694009
1980,01/01/1980,Population,Canada,24515667
1980,01/01/1980,Population,China,981235000
1980,01/01/1980,Population,Germany,78288576
1980,01/01/1980,Population,European Union,464225439
1980,01/01/1980,Population,France,55161527
1980,01/01/1980,Population,United Kingdom,56314216
1980,01/01/1980,Population,Indonesia,147447836
1980,01/01/1980,Population,India,698952844
1980,01/01/1980,Population,Italy,56433883
1980,01/01/1980,Population,Japan,116782000
1980,01/01/1980,Population,South Korea,38123775
1980,01/01/1980,Population,Mexico,67761372
1980,01/01/1980,Population,Russia,139010000
1980,01/01/1980,Population,Saudi Arabia,9691476
1980,01/01/1980,Population,Turkey,43975971
1980,01/01/1980,Population,United States,227225000
1980,01/01/1980,Population,South Africa,28556769
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,253870.99
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Australia,433837.438
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1499555.516
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Canada,711937.51
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),China,2757430.09
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Germany,1354782.98
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),European Union,6212891.968
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),France,675156.85
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,806582.53
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,714214.48
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),India,929414.77
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Italy,477727.329
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1136091.34
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,175229.771
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,387137.41
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Russia,3028837.5
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,260541.6713
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,146951.184
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),United States,5896082.8
1980,01/01/1980,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,307875.565
1980,01/01/1980,Urban population,Argentina,23122595
1980,01/01/1980,Urban population,Australia,12569300
1980,01/01/1980,Urban population,Brazil,79015954
1980,01/01/1980,Urban population,Canada,18549289
1980,01/01/1980,Urban population,China,189947471
1980,01/01/1980,Urban population,Germany,57028530
1980,01/01/1980,Urban population,European Union,319897066
1980,01/01/1980,Urban population,France,40423470
1980,01/01/1980,Urban population,United Kingdom,44195960
1980,01/01/1980,Urban population,Indonesia,32591870
1980,01/01/1980,Urban population,India,161444128
1980,01/01/1980,Urban population,Italy,37607540
1980,01/01/1980,Urban population,Japan,88958689
1980,01/01/1980,Urban population,South Korea,21623805
1980,01/01/1980,Urban population,Mexico,44952217
1980,01/01/1980,Urban population,Russia,96960865
1980,01/01/1980,Urban population,Saudi Arabia,6382806
1980,01/01/1980,Urban population,Turkey,19252680
1980,01/01/1980,Urban population,United States,167551171
1980,01/01/1980,Urban population,South Africa,13828615
1981,01/01/1981,Agricultural land (sq. km),Argentina,1278940
1981,01/01/1981,Agricultural land (sq. km),Australia,4827410
1981,01/01/1981,Agricultural land (sq. km),Brazil,2258240
1981,01/01/1981,Agricultural land (sq. km),Canada,658890
1981,01/01/1981,Agricultural land (sq. km),China,4329090
1981,01/01/1981,Agricultural land (sq. km),Germany,184610
1981,01/01/1981,Agricultural land (sq. km),European Union,1972269.998
1981,01/01/1981,Agricultural land (sq. km),France,316870
1981,01/01/1981,Agricultural land (sq. km),United Kingdom,183200
1981,01/01/1981,Agricultural land (sq. km),Indonesia,379500
1981,01/01/1981,Agricultural land (sq. km),India,1804010
1981,01/01/1981,Agricultural land (sq. km),Italy,175510
1981,01/01/1981,Agricultural land (sq. km),Japan,60420
1981,01/01/1981,Agricultural land (sq. km),South Korea,22450
1981,01/01/1981,Agricultural land (sq. km),Mexico,982100
1981,01/01/1981,Agricultural land (sq. km),Russia,2216310
1981,01/01/1981,Agricultural land (sq. km),Saudi Arabia,870130
1981,01/01/1981,Agricultural land (sq. km),Turkey,386130
1981,01/01/1981,Agricultural land (sq. km),United States,4281630
1981,01/01/1981,Agricultural land (sq. km),South Africa,941000
1981,01/01/1981,CO2 emissions (kt),Argentina,102041.609
1981,01/01/1981,CO2 emissions (kt),Australia,230360.94
1981,01/01/1981,CO2 emissions (kt),Brazil,171806.284
1981,01/01/1981,CO2 emissions (kt),Canada,430003.421
1981,01/01/1981,CO2 emissions (kt),China,1451501.276
1981,01/01/1981,CO2 emissions (kt),Germany,929973.202
1981,01/01/1981,CO2 emissions (kt),European Union,4266013.116
1981,01/01/1981,CO2 emissions (kt),France,454700.666
1981,01/01/1981,CO2 emissions (kt),United Kingdom,560819.979
1981,01/01/1981,CO2 emissions (kt),Indonesia,100160.438
1981,01/01/1981,CO2 emissions (kt),India,338838.134
1981,01/01/1981,CO2 emissions (kt),Italy,378020.029
1981,01/01/1981,CO2 emissions (kt),Japan,929606.502
1981,01/01/1981,CO2 emissions (kt),South Korea,139742.036
1981,01/01/1981,CO2 emissions (kt),Mexico,284529.864
1981,01/01/1981,CO2 emissions (kt),Russia,2078668.286
1981,01/01/1981,CO2 emissions (kt),Saudi Arabia,175491.619
1981,01/01/1981,CO2 emissions (kt),Turkey,79874.594
1981,01/01/1981,CO2 emissions (kt),United States,4535800.308
1981,01/01/1981,CO2 emissions (kt),South Africa,257368.395
1981,01/01/1981,Forest area (sq. km),Argentina,347930
1981,01/01/1981,Forest area (sq. km),Australia,1285410
1981,01/01/1981,Forest area (sq. km),Brazil,5467050
1981,01/01/1981,Forest area (sq. km),Canada,3482730
1981,01/01/1981,Forest area (sq. km),China,1571405.938
1981,01/01/1981,Forest area (sq. km),Germany,113000
1981,01/01/1981,Forest area (sq. km),European Union,1479241.502
1981,01/01/1981,Forest area (sq. km),France,144360
1981,01/01/1981,Forest area (sq. km),United Kingdom,27780
1981,01/01/1981,Forest area (sq. km),Indonesia,1185450
1981,01/01/1981,Forest area (sq. km),India,639390
1981,01/01/1981,Forest area (sq. km),Italy,75900
1981,01/01/1981,Forest area (sq. km),Japan,249500
1981,01/01/1981,Forest area (sq. km),South Korea,63700
1981,01/01/1981,Forest area (sq. km),Mexico,697600
1981,01/01/1981,Forest area (sq. km),Russia,8089500
1981,01/01/1981,Forest area (sq. km),Saudi Arabia,9770
1981,01/01/1981,Forest area (sq. km),Turkey,96220
1981,01/01/1981,Forest area (sq. km),United States,3024500
1981,01/01/1981,Forest area (sq. km),South Africa,92410
1981,01/01/1981,Population,Argentina,28338515
1981,01/01/1981,Population,Australia,14927000
1981,01/01/1981,Population,Brazil,123570327
1981,01/01/1981,Population,Canada,24819915
1981,01/01/1981,Population,China,993885000
1981,01/01/1981,Population,Germany,78407907
1981,01/01/1981,Population,European Union,465947860
1981,01/01/1981,Population,France,55430296
1981,01/01/1981,Population,United Kingdom,56333829
1981,01/01/1981,Population,Indonesia,150938232
1981,01/01/1981,Population,India,715384993
1981,01/01/1981,Population,Italy,56501675
1981,01/01/1981,Population,Japan,117648000
1981,01/01/1981,Population,South Korea,38723248
1981,01/01/1981,Population,Mexico,69407624
1981,01/01/1981,Population,Russia,139941000
1981,01/01/1981,Population,Saudi Arabia,10311775
1981,01/01/1981,Population,Turkey,44988414
1981,01/01/1981,Population,United States,229466000
1981,01/01/1981,Population,South Africa,29333103
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,245776.76
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Australia,387882.439
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1392080.679
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Canada,699416.91
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),China,2724309.237
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Germany,1317791.85
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),European Union,6030298.365
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),France,621534.31
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,789385.06
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,637827.33
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),India,979738.35
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Italy,466863.848
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1105577.59
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,181587.53
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,407085.783
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Russia,3032439.53
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,237000.734
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,150438.512
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),United States,5830249.4
1981,01/01/1981,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,311848.005
1981,01/01/1981,Urban population,Argentina,23609667
1981,01/01/1981,Urban population,Australia,12792439
1981,01/01/1981,Urban population,Brazil,82013626
1981,01/01/1981,Urban population,Canada,18791654
1981,01/01/1981,Urban population,China,199949784
1981,01/01/1981,Urban population,Germany,57229147
1981,01/01/1981,Urban population,European Union,322231875
1981,01/01/1981,Urban population,France,40659231
1981,01/01/1981,Urban population,United Kingdom,44271630
1981,01/01/1981,Urban population,Indonesia,34436558
1981,01/01/1981,Urban population,India,167521704
1981,01/01/1981,Urban population,Italy,37764025
1981,01/01/1981,Urban population,Japan,89733659
1981,01/01/1981,Urban population,South Korea,22617087
1981,01/01/1981,Urban population,Mexico,46412878
1981,01/01/1981,Urban population,Russia,98228786
1981,01/01/1981,Urban population,Saudi Arabia,6937865
1981,01/01/1981,Urban population,Turkey,20329814
1981,01/01/1981,Urban population,United States,169552427
1981,01/01/1981,Urban population,South Africa,14253248
1982,01/01/1982,Agricultural land (sq. km),Argentina,1287690
1982,01/01/1982,Agricultural land (sq. km),Australia,4780810
1982,01/01/1982,Agricultural land (sq. km),Brazil,2281360
1982,01/01/1982,Agricultural land (sq. km),Canada,662760
1982,01/01/1982,Agricultural land (sq. km),China,4425180
1982,01/01/1982,Agricultural land (sq. km),Germany,183960
1982,01/01/1982,Agricultural land (sq. km),European Union,1969633.999
1982,01/01/1982,Agricultural land (sq. km),France,316460
1982,01/01/1982,Agricultural land (sq. km),United Kingdom,182810
1982,01/01/1982,Agricultural land (sq. km),Indonesia,379500
1982,01/01/1982,Agricultural land (sq. km),India,1807710
1982,01/01/1982,Agricultural land (sq. km),Italy,175360
1982,01/01/1982,Agricultural land (sq. km),Japan,60260
1982,01/01/1982,Agricultural land (sq. km),South Korea,22430
1982,01/01/1982,Agricultural land (sq. km),Mexico,983150
1982,01/01/1982,Agricultural land (sq. km),Russia,2216310
1982,01/01/1982,Agricultural land (sq. km),Saudi Arabia,870680
1982,01/01/1982,Agricultural land (sq. km),Turkey,371910
1982,01/01/1982,Agricultural land (sq. km),United States,4313990
1982,01/01/1982,Agricultural land (sq. km),South Africa,940330
1982,01/01/1982,CO2 emissions (kt),Argentina,103424.068
1982,01/01/1982,CO2 emissions (kt),Australia,234119.615
1982,01/01/1982,CO2 emissions (kt),Brazil,172176.651
1982,01/01/1982,CO2 emissions (kt),Canada,414811.04
1982,01/01/1982,CO2 emissions (kt),China,1580260.647
1982,01/01/1982,CO2 emissions (kt),Germany,929973.202
1982,01/01/1982,CO2 emissions (kt),European Union,4171917.105
1982,01/01/1982,CO2 emissions (kt),France,436893.714
1982,01/01/1982,CO2 emissions (kt),United Kingdom,548520.861
1982,01/01/1982,CO2 emissions (kt),Indonesia,105407.915
1982,01/01/1982,CO2 emissions (kt),India,349637.449
1982,01/01/1982,CO2 emissions (kt),Italy,369681.271
1982,01/01/1982,CO2 emissions (kt),Japan,900200.829
1982,01/01/1982,CO2 emissions (kt),South Korea,141905.566
1982,01/01/1982,CO2 emissions (kt),Mexico,304837.71
1982,01/01/1982,CO2 emissions (kt),Russia,2078668.286
1982,01/01/1982,CO2 emissions (kt),Saudi Arabia,158091.704
1982,01/01/1982,CO2 emissions (kt),Turkey,86988.574
1982,01/01/1982,CO2 emissions (kt),United States,4306748.487
1982,01/01/1982,CO2 emissions (kt),South Africa,280749.187
1982,01/01/1982,Forest area (sq. km),Argentina,347930
1982,01/01/1982,Forest area (sq. km),Australia,1285410
1982,01/01/1982,Forest area (sq. km),Brazil,5467050
1982,01/01/1982,Forest area (sq. km),Canada,3482730
1982,01/01/1982,Forest area (sq. km),China,1571405.938
1982,01/01/1982,Forest area (sq. km),Germany,113000
1982,01/01/1982,Forest area (sq. km),European Union,1479241.502
1982,01/01/1982,Forest area (sq. km),France,144360
1982,01/01/1982,Forest area (sq. km),United Kingdom,27780
1982,01/01/1982,Forest area (sq. km),Indonesia,1185450
1982,01/01/1982,Forest area (sq. km),India,639390
1982,01/01/1982,Forest area (sq. km),Italy,75900
1982,01/01/1982,Forest area (sq. km),Japan,249500
1982,01/01/1982,Forest area (sq. km),South Korea,63700
1982,01/01/1982,Forest area (sq. km),Mexico,697600
1982,01/01/1982,Forest area (sq. km),Russia,8089500
1982,01/01/1982,Forest area (sq. km),Saudi Arabia,9770
1982,01/01/1982,Forest area (sq. km),Turkey,96220
1982,01/01/1982,Forest area (sq. km),United States,3024500
1982,01/01/1982,Forest area (sq. km),South Africa,92410
1982,01/01/1982,Population,Argentina,28794548
1982,01/01/1982,Population,Australia,15178000
1982,01/01/1982,Population,Brazil,126498314
1982,01/01/1982,Population,Canada,25116942
1982,01/01/1982,Population,China,1008630000
1982,01/01/1982,Population,Germany,78333366
1982,01/01/1982,Population,European Union,467248876
1982,01/01/1982,Population,France,55718933
1982,01/01/1982,Population,United Kingdom,56313641
1982,01/01/1982,Population,Indonesia,154468229
1982,01/01/1982,Population,India,732239504
1982,01/01/1982,Population,Italy,56543548
1982,01/01/1982,Population,Japan,118449000
1982,01/01/1982,Population,South Korea,39326352
1982,01/01/1982,Population,Mexico,71058654
1982,01/01/1982,Population,Russia,140823000
1982,01/01/1982,Population,Saudi Arabia,10988853
1982,01/01/1982,Population,Turkey,46025411
1982,01/01/1982,Population,United States,231664000
1982,01/01/1982,Population,South Africa,30150448
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,243613.02
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Australia,428739.962
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1445809.236
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Canada,576432.38
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),China,2815057.937
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Germany,1267150.22
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),European Union,5898277.954
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),France,597074.4
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,772803.8
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,2488671.33
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),India,1011305.49
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Italy,456718.484
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1063683.99
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,180766.923
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,452477.328
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Russia,3060875.9
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,230347.819
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,158937.322
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),United States,5534118
1982,01/01/1982,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,309369.215
1982,01/01/1982,Urban population,Argentina,24118025
1982,01/01/1982,Urban population,Australia,13002993
1982,01/01/1982,Urban population,Brazil,85085296
1982,01/01/1982,Urban population,Canada,19057229
1982,01/01/1982,Urban population,China,210823843
1982,01/01/1982,Urban population,Germany,57267174
1982,01/01/1982,Urban population,European Union,323899301
1982,01/01/1982,Urban population,France,40911627
1982,01/01/1982,Urban population,United Kingdom,44228171
1982,01/01/1982,Urban population,Indonesia,36463770
1982,01/01/1982,Urban population,India,173152676
1982,01/01/1982,Urban population,Italy,37819718
1982,01/01/1982,Urban population,Japan,90474900
1982,01/01/1982,Urban population,South Korea,23619800
1982,01/01/1982,Urban population,Mexico,47890690
1982,01/01/1982,Urban population,Russia,99464693
1982,01/01/1982,Urban population,Saudi Arabia,7546375
1982,01/01/1982,Urban population,Turkey,21630562
1982,01/01/1982,Urban population,United States,171528659
1982,01/01/1982,Urban population,South Africa,14700152
1983,01/01/1983,Agricultural land (sq. km),Argentina,1286440
1983,01/01/1983,Agricultural land (sq. km),Australia,4711250
1983,01/01/1983,Agricultural land (sq. km),Brazil,2288210
