year,country,indicator,value
1990,South Africa,ForestArea(sq. km),92410
1990,Argentina,Population,32618651
1990,Australia,Population,17065100
1990,Brazil,Population,149003223
1990,Canada,Population,27691138
1990,China,Population,1135185000
1990,German,Population,79433029
1990,European Union,Population,477725565
1990,France,Population,58235697
1990,United Kingdom,Population,57247586
1990,Indonesia,Population,181413402
1990,India,Population,873277798
1990,Italy,Population,56719240
1990,Japan,Population,123537000
1990,"Korea, Rep.",Population,42869283
1990,Mexico,Population,83943132
1990,Russian Federation,Population,148292000
1990,Saudi Arabia,Population,16233785
1990,Turkey,Population,53921760
1990,United States,Population,249623000
1990,South Africa,Population,36800509
1990,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),266555.03
1990,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),482298.262
1990,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1606209.334
1990,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),608685
1990,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),3892675.16
1990,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1256074.03
1990,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5692720.793
1990,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),554685.28
1990,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),777244.23
1990,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1165113.41
1990,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1387371.82
1990,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),508764.943
1990,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1304676.03
1990,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),300501.326
1990,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),494151.02
1990,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),3593581.92
1990,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),224459.0446
1990,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),6136093.5
1990,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),349202.002
1990,Argentina,Urban population,28373007
1990,Australia,Urban population,14579227
1990,Brazil,Urban population,110146163
1990,Canada,Urban population,21206427
1990,China,Urban population,300165618
1990,German,Urban population,58079842
1990,European Union,Urban population,336414397
1990,France,Urban population,43127028
1990,United Kingdom,Urban population,44733264
1990,Indonesia,Urban population,55483475
1990,India,Urban population,223096279
1990,Italy,Urban population,37846480
1990,Japan,Urban population,95542280
1990,"Korea, Rep.",Urban population,31656393
1990,Mexico,Urban population,59951345
1990,Russian Federation,Urban population,108837430
1990,Saudi Arabia,Urban population,12432320
1990,Turkey,Urban population,31923300
1990,United States,Urban population,187966119
1990,South Africa,Urban population,19149881
1995,Argentina,Agricultural_land_(sq. km),1280450
1995,Australia,Agricultural_land_(sq. km),4633480
1995,Brazil,Agricultural_land_(sq. km),2584720
1995,Canada,Agricultural_land_(sq. km),679940
1995,China,Agricultural_land_(sq. km),5228330
1995,German,Agricultural_land_(sq. km),173430
1995,European Union,Agricultural_land_(sq. km),2023283.993
1995,France,Agricultural_land_(sq. km),301501.9922
1995,United Kingdom,Agricultural_land_(sq. km),173790
1995,Indonesia,Agricultural_land_(sq. km),429780
1995,India,Agricultural_land_(sq. km),1809450
1995,Italy,Agricultural_land_(sq. km),153330
1995,Japan,Agricultural_land_(sq. km),54430
1995,"Korea, Rep.",Agricultural_land_(sq. km),20480
1995,Mexico,Agricultural_land_(sq. km),1061950
1995,Russian Federation,Agricultural_land_(sq. km),2164000
1995,Saudi Arabia,Agricultural_land_(sq. km),1447850
1995,Turkey,Agricultural_land_(sq. km),394930
1995,United States,Agricultural_land_(sq. km),4201390
1995,South Africa,Agricultural_land_(sq. km),975200
1995,Argentina,CO2_Emissions(kt),127963.632
1995,Australia,CO2_Emissions(kt),281860.288
1995,Brazil,CO2_Emissions(kt),258347.484
1995,Canada,CO2_Emissions(kt),467637.842
1995,China,CO2_Emissions(kt),3320285.15
1995,German,CO2_Emissions(kt),864110.215
1995,European Union,CO2_Emissions(kt),3947855.53
1995,France,CO2_Emissions(kt),349160.739
1995,United Kingdom,CO2_Emissions(kt),538117.582
1995,Indonesia,CO2_Emissions(kt),224941.114
1995,India,CO2_Emissions(kt),811562.105
1995,Italy,CO2_Emissions(kt),430483.798
1995,Japan,CO2_Emissions(kt),1183447.243
1995,"Korea, Rep.",CO2_Emissions(kt),374771.067
1995,Mexico,CO2_Emissions(kt),332816.92
1995,Russian Federation,CO2_Emissions(kt),1631473.969
1995,Saudi Arabia,CO2_Emissions(kt),235161.043
1995,Turkey,CO2_Emissions(kt),171974.966
1995,United States,CO2_Emissions(kt),5132919.92
1995,South Africa,CO2_Emissions(kt),362259.263
1995,Argentina,ForestArea(sq. km),333265
1995,Australia,ForestArea(sq. km),1286910
1995,Brazil,ForestArea(sq. km),5339895
1995,Canada,ForestArea(sq. km),3480375
1995,China,ForestArea(sq. km),1670705.469
1995,German,ForestArea(sq. km),113270
1995,European Union,ForestArea(sq. km),1513302.597
1995,France,ForestArea(sq. km),148625
1995,United Kingdom,ForestArea(sq. km),28660
1995,Indonesia,ForestArea(sq. km),1089770
1995,India,ForestArea(sq. km),646645
1995,Italy,ForestArea(sq. km),79795
1995,Japan,ForestArea(sq. km),249130
1995,"Korea, Rep.",ForestArea(sq. km),63290
1995,Mexico,ForestArea(sq. km),688080
1995,Russian Federation,ForestArea(sq. km),8091091.875
1995,Saudi Arabia,ForestArea(sq. km),9770
1995,Turkey,ForestArea(sq. km),99025
1995,United States,ForestArea(sq. km),3029930
1995,South Africa,ForestArea(sq. km),92410
1995,Argentina,Population,34828170
1995,Australia,Population,18072000
1995,Brazil,Population,162019896
1995,Canada,Population,29302311
1995,China,Population,1204855000
1995,German,Population,81678051
1995,European Union,Population,484222373
1995,France,Population,59541899
1995,United Kingdom,Population,58019030
1995,Indonesia,Population,196934260
1995,India,Population,963922588
1995,Italy,Population,56844303
1995,Japan,Population,125439000
1995,"Korea, Rep.",Population,45092991
1995,Mexico,Population,91663285
1995,Russian Federation,Population,148375726
1995,Saudi Arabia,Population,18638787
1995,Turkey,Population,58486456
1995,United States,Population,266278000
1995,South Africa,Population,41435758
1995,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),275096.4092
1995,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),489294.147
1995,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1574445.629
1995,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),836025.63
1995,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5042349.12
1995,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1131718.77
1995,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5324011.907
1995,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),543013.14
1995,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),728336.09
1995,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1315570.67
1995,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1651503.01
1995,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),518470.761
1995,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1421640.91
1995,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),453629.667
1995,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),515961.212
1995,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2645144.69
1995,Saudi Arabia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),262037.697
1995,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),261203.422
1995,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),6365296.6
1995,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),371350.205
1995,Argentina,Urban population,30705908
1995,Australia,Urban population,15342767
1995,Brazil,Urban population,125743641
1995,Canada,Urban population,22760570
1995,China,Urban population,373035157
1995,German,Urban population,60378049
1995,European Union,Urban population,344342751
1995,France,Urban population,44604027
1995,United Kingdom,Urban population,45459651
1995,Indonesia,Urban population,71046004
1995,India,Urban population,256470883
1995,Italy,Urban population,38041344
1995,Japan,Urban population,97862490
1995,"Korea, Rep.",Urban population,35280305
1995,Mexico,Urban population,67251519
1995,Russian Federation,Urban population,108866238
1995,Saudi Arabia,Urban population,14663134
1995,Turkey,Urban population,36333541
1995,United States,Urban population,205718394
1995,South Africa,Urban population,22576687
2000,Argentina,Agricultural_land_(sq. km),1285100
2000,Australia,Agricultural_land_(sq. km),4555000
2000,Brazil,Agricultural_land_(sq. km),2614060
2000,Canada,Agricultural_land_(sq. km),676130
2000,China,Agricultural_land_(sq. km),5220030
2000,German,Agricultural_land_(sq. km),170680
2000,European Union,Agricultural_land_(sq. km),1998270.802
2000,France,Agricultural_land_(sq. km),298074.0039
2000,United Kingdom,Agricultural_land_(sq. km),169640
2000,Indonesia,Agricultural_land_(sq. km),471770
2000,India,Agricultural_land_(sq. km),1809750
2000,Italy,Agricultural_land_(sq. km),156370
2000,Japan,Agricultural_land_(sq. km),52580
2000,"Korea, Rep.",Agricultural_land_(sq. km),19730
2000,Mexico,Agricultural_land_(sq. km),1063300
2000,Russian Federation,Agricultural_land_(sq. km),2171620
2000,Saudi Arabia,Agricultural_land_(sq. km),1737850
2000,Turkey,Agricultural_land_(sq. km),404790
2000,United States,Agricultural_land_(sq. km),4143990
2000,South Africa,Agricultural_land_(sq. km),981250
2000,Argentina,CO2_Emissions(kt),142136.587
2000,Australia,CO2_Emissions(kt),329443.28
2000,Brazil,CO2_Emissions(kt),327983.814
2000,Canada,CO2_Emissions(kt),534380.909
2000,China,CO2_Emissions(kt),3405179.867
2000,German,CO2_Emissions(kt),829977.779
2000,European Union,CO2_Emissions(kt),3911984.936
2000,France,CO2_Emissions(kt),362226.26
2000,United Kingdom,CO2_Emissions(kt),541784.582
2000,Indonesia,CO2_Emissions(kt),263418.945
2000,India,CO2_Emissions(kt),1031853.463
2000,Italy,CO2_Emissions(kt),450564.29
2000,Japan,CO2_Emissions(kt),1220527.947
2000,"Korea, Rep.",CO2_Emissions(kt),447561.017
2000,Mexico,CO2_Emissions(kt),398382.88
2000,Russian Federation,CO2_Emissions(kt),1557899.281
2000,Saudi Arabia,CO2_Emissions(kt),296935.325
2000,Turkey,CO2_Emissions(kt),216151.315
2000,United States,CO2_Emissions(kt),5693684.894
2000,South Africa,CO2_Emissions(kt),378665.421
2000,Argentina,ForestArea(sq. km),318600
2000,Australia,ForestArea(sq. km),1288410
2000,Brazil,ForestArea(sq. km),5212740
2000,Canada,ForestArea(sq. km),3478020
2000,China,ForestArea(sq. km),1770005
2000,German,ForestArea(sq. km),113540
2000,European Union,ForestArea(sq. km),1547363.495
2000,France,ForestArea(sq. km),152890
2000,United Kingdom,ForestArea(sq. km),29540
2000,Indonesia,ForestArea(sq. km),994090
2000,India,ForestArea(sq. km),653900
2000,Italy,ForestArea(sq. km),83690
2000,Japan,ForestArea(sq. km),248760
2000,"Korea, Rep.",ForestArea(sq. km),62880
2000,Mexico,ForestArea(sq. km),678560
2000,Russian Federation,ForestArea(sq. km),8092685
2000,Saudi Arabia,ForestArea(sq. km),9770
2000,Turkey,ForestArea(sq. km),101830
2000,United States,ForestArea(sq. km),3035360
2000,South Africa,ForestArea(sq. km),92410
2000,Argentina,Population,36870787
2000,Australia,Population,19153000
2000,Brazil,Population,174790340
2000,Canada,Population,30685730
2000,China,Population,1262645000
2000,German,Population,82211508
2000,European Union,Population,488221138
2000,France,Population,60912500
2000,United Kingdom,Population,58892514
2000,Indonesia,Population,211513823
2000,India,Population,1056575549
2000,Italy,Population,56942108
2000,Japan,Population,126843000
2000,"Korea, Rep.",Population,47008111
2000,Mexico,Population,98899845
2000,Russian Federation,Population,146596557
2000,Saudi Arabia,Population,20663843
2000,Turkey,Population,63240194
2000,United States,Population,282162411
2000,South Africa,Population,44967708
2000,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),331450.87
2000,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1081244.41
2000,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1222630.43
2000,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),760643
2000,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5082325.6
2000,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1016295.545
2000,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5121050.564
2000,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),559922.199
2000,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),673897.408
2000,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),622464.65
2000,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1885189
2000,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),547349.86
2000,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1406194.588
2000,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),512819.936
2000,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),576489.52
2000,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2771222
2000,Saudi Arabia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),310713.5
2000,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),316464.841
2000,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),6969123.8
2000,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),420482.753
2000,Argentina,Urban population,32867357
2000,Australia,Urban population,16133530
2000,Brazil,Urban population,141915773
2000,Canada,Urban population,24388404
2000,China,Urban population,452999147
2000,German,Urban population,61629857
2000,European Union,Urban population,350394604
2000,France,Urban population,46214923
2000,United Kingdom,Urban population,46319551
2000,Indonesia,Urban population,88840036
2000,India,Urban population,292322757
2000,Italy,Urban population,38277624
2000,Japan,Urban population,99760751
2000,"Korea, Rep.",Urban population,37428328
2000,Mexico,Urban population,73899942
2000,Russian Federation,Urban population,107528575
2000,Saudi Arabia,Urban population,16499665
2000,Turkey,Urban population,40942334
2000,United States,Urban population,223069137
2000,South Africa,Urban population,25582579
2005,Argentina,Agricultural_land_(sq. km),1377975
2005,Australia,Agricultural_land_(sq. km),4451490
2005,Brazil,Agricultural_land_(sq. km),2724325.938
2005,Canada,Agricultural_land_(sq. km),675690
2005,China,Agricultural_land_(sq. km),5174330
2005,German,Agricultural_land_(sq. km),170310
2005,European Union,Agricultural_land_(sq. km),1926754.305
2005,France,Agricultural_land_(sq. km),293904.0039
2005,United Kingdom,Agricultural_land_(sq. km),169560
2005,Indonesia,Agricultural_land_(sq. km),518460
2005,India,Agricultural_land_(sq. km),1801260
2005,Italy,Agricultural_land_(sq. km),147360
2005,Japan,Agricultural_land_(sq. km),46920
2005,"Korea, Rep.",Agricultural_land_(sq. km),18810
2005,Mexico,Agricultural_land_(sq. km),1065700
2005,Russian Federation,Agricultural_land_(sq. km),2156800
2005,Saudi Arabia,Agricultural_land_(sq. km),1737170
2005,Turkey,Agricultural_land_(sq. km),412230
2005,United States,Agricultural_land_(sq. km),4117840
2005,South Africa,Agricultural_land_(sq. km),974830
2005,Argentina,CO2_Emissions(kt),162110.736
2005,Australia,CO2_Emissions(kt),350172.831
2005,Brazil,CO2_Emissions(kt),347308.904
2005,Canada,CO2_Emissions(kt),557417.003
2005,China,CO2_Emissions(kt),5896957.705
2005,German,CO2_Emissions(kt),797180.131
2005,European Union,CO2_Emissions(kt),4039746.883
2005,France,CO2_Emissions(kt),385368.697
2005,United Kingdom,CO2_Emissions(kt),542580.321
2005,Indonesia,CO2_Emissions(kt),341991.754
2005,India,CO2_Emissions(kt),1222563.132
2005,Italy,CO2_Emissions(kt),473384.031
2005,Japan,CO2_Emissions(kt),1239255.316
2005,"Korea, Rep.",CO2_Emissions(kt),462922.08
2005,Mexico,CO2_Emissions(kt),466361.726
2005,Russian Federation,CO2_Emissions(kt),1615089.813
2005,Saudi Arabia,CO2_Emissions(kt),397642.146
2005,Turkey,CO2_Emissions(kt),237390.579
2005,United States,CO2_Emissions(kt),5789727.291
2005,South Africa,CO2_Emissions(kt),416915.898
2005,Argentina,ForestArea(sq. km),301860
2005,Australia,ForestArea(sq. km),1276410
2005,Brazil,ForestArea(sq. km),5067340
2005,Canada,ForestArea(sq. km),3475760
2005,China,ForestArea(sq. km),1930439.063
2005,German,ForestArea(sq. km),113840
2005,European Union,ForestArea(sq. km),1567387.299
2005,France,ForestArea(sq. km),158610
2005,United Kingdom,ForestArea(sq. km),30210
2005,Indonesia,ForestArea(sq. km),978570
2005,India,ForestArea(sq. km),677090
2005,Italy,ForestArea(sq. km),87590
2005,Japan,ForestArea(sq. km),249350
2005,"Korea, Rep.",ForestArea(sq. km),62550
2005,Mexico,ForestArea(sq. km),670830
2005,Russian Federation,ForestArea(sq. km),8087900
2005,Saudi Arabia,ForestArea(sq. km),9770
2005,Turkey,ForestArea(sq. km),106620
2005,United States,ForestArea(sq. km),3047570
2005,South Africa,ForestArea(sq. km),92410
2005,Argentina,Population,38892931
2005,Australia,Population,20394800
2005,Brazil,Population,186127103
2005,Canada,Population,32243753
2005,China,Population,1303720000
2005,German,Population,82469422
2005,European Union,Population,495983155
2005,France,Population,63179351
2005,United Kingdom,Population,60401206
2005,Indonesia,Population,226289470
2005,India,Population,1147609927
2005,Italy,Population,57969484
2005,Japan,Population,127773000
2005,"Korea, Rep.",Population,48184561
2005,Mexico,Population,106005203
2005,Russian Federation,Population,143518523
2005,Saudi Arabia,Population,23816183
2005,Turkey,Population,67903469
2005,United States,Population,295516599
2005,South Africa,Population,47880601
2005,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),358385.64
2005,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),909262.03
2005,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2386439.68
2005,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),849798.74
2005,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),7803535.6
2005,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),981287.6843
2005,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5183933.055
2005,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),557130.1263
2005,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),659108.0918
2005,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1171042.59
2005,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2117460.59
2005,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),564114.951
2005,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1439905.158
2005,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),561372.5433
2005,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),641308.82
2005,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2527172.17
2005,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),347595.11
2005,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),7182808.4
2005,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),498312.886
2005,Argentina,Urban population,35015695
2005,Australia,Urban population,17250330
2005,Brazil,Urban population,154176524
2005,Canada,Urban population,25834340
2005,China,Urban population,554367818
2005,German,Urban population,62660267
2005,European Union,Urban population,361452743
2005,France,Urban population,48730233
2005,United Kingdom,Urban population,48269624
2005,Indonesia,Urban population,103961908
2005,India,Urban population,335503762
2005,Italy,Urban population,39267369
2005,Japan,Urban population,109856670
2005,"Korea, Rep.",Urban population,39195731
2005,Mexico,Urban population,80890450
2005,Russian Federation,Urban population,105433013
2005,Saudi Arabia,Urban population,19286107
2005,Turkey,Urban population,46065713
2005,United States,Urban population,236200507
2005,South Africa,Urban population,28506195
2010,Argentina,Agricultural_land_(sq. km),1474810
2010,Australia,Agricultural_land_(sq. km),3985800
2010,Brazil,Agricultural_land_(sq. km),2734630
2010,Canada,Agricultural_land_(sq. km),632686.0156
2010,China,Agricultural_land_(sq. km),5145500
2010,German,Agricultural_land_(sq. km),167000
2010,European Union,Agricultural_land_(sq. km),1873627.004
2010,France,Agricultural_land_(sq. km),289263.0078
2010,United Kingdom,Agricultural_land_(sq. km),172240
2010,Indonesia,Agricultural_land_(sq. km),556000
2010,India,Agricultural_land_(sq. km),1795730
2010,Italy,Agricultural_land_(sq. km),143277.998
2010,Japan,Agricultural_land_(sq. km),45930
2010,"Korea, Rep.",Agricultural_land_(sq. km),17730
2010,Mexico,Agricultural_land_(sq. km),1066150
2010,Russian Federation,Agricultural_land_(sq. km),2139520
2010,Saudi Arabia,Agricultural_land_(sq. km),1734060
2010,Turkey,Agricultural_land_(sq. km),390120
2010,United States,Agricultural_land_(sq. km),4084261.875
2010,South Africa,Agricultural_land_(sq. km),968910
2010,Argentina,CO2_Emissions(kt),187919.082
2010,Australia,CO2_Emissions(kt),390861.863
2010,Brazil,CO2_Emissions(kt),419754.156
2010,Canada,CO2_Emissions(kt),534670.602
2010,China,CO2_Emissions(kt),8776040.416
2010,German,CO2_Emissions(kt),758859.981
2010,European Union,CO2_Emissions(kt),3709775.555
2010,France,CO2_Emissions(kt),353033.091
2010,United Kingdom,CO2_Emissions(kt),493207.833
2010,Indonesia,CO2_Emissions(kt),428760.308
2010,India,CO2_Emissions(kt),1719690.988
2010,Italy,CO2_Emissions(kt),405361.181
2010,Japan,CO2_Emissions(kt),1171624.835
2010,"Korea, Rep.",CO2_Emissions(kt),566716.515
2010,Mexico,CO2_Emissions(kt),464308.206
2010,Russian Federation,CO2_Emissions(kt),1670531.186
2010,Saudi Arabia,CO2_Emissions(kt),518491.798
2010,Turkey,CO2_Emissions(kt),298002.422
2010,United States,CO2_Emissions(kt),5395532.125
2010,South Africa,CO2_Emissions(kt),474099.096
2010,Argentina,ForestArea(sq. km),285960
2010,Australia,ForestArea(sq. km),1232110
2010,Brazil,ForestArea(sq. km),4984580
2010,Canada,ForestArea(sq. km),3473020
2010,China,ForestArea(sq. km),2006102.969
2010,German,ForestArea(sq. km),114090
2010,European Union,ForestArea(sq. km),1592350.192
2010,France,ForestArea(sq. km),164240
2010,United Kingdom,ForestArea(sq. km),30590
2010,Indonesia,ForestArea(sq. km),944320
2010,India,ForestArea(sq. km),697900
2010,Italy,ForestArea(sq. km),90280
2010,Japan,ForestArea(sq. km),249660
2010,"Korea, Rep.",ForestArea(sq. km),62220
2010,Mexico,ForestArea(sq. km),664980
2010,Russian Federation,ForestArea(sq. km),8151356.25
2010,Saudi Arabia,ForestArea(sq. km),9770
2010,Turkey,ForestArea(sq. km),112030
2010,United States,ForestArea(sq. km),3087200
2010,South Africa,ForestArea(sq. km),92410
2010,Argentina,Population,40788453
2010,Australia,Population,22031750
2010,Brazil,Population,195713635
2010,Canada,Population,34004889
2010,China,Population,1337705000
2010,German,Population,81776930
2010,European Union,Population,504298777
2010,France,Population,65027507
2010,United Kingdom,Population,62766365
2010,Indonesia,Population,241834215
2010,India,Population,1234281170
2010,Italy,Population,59277417
2010,Japan,Population,128070000
2010,"Korea, Rep.",Population,49554112
2010,Mexico,Population,114092963
2010,Russian Federation,Population,142849449
2010,Saudi Arabia,Population,27421461
2010,Turkey,Population,72326988
2010,United States,Population,309326085
2010,South Africa,Population,51216964
2010,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),364684.2538
2010,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),782102.6922
2010,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2902242.618
2010,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),764137.6753
2010,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),11183810.6
2010,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),948006.7542
2010,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),4847306.347
2010,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),532133.0404
2010,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),609586.561
2010,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),744790.0241
2010,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2771456.756
2010,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),489460.1327
2010,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1350427.913
2010,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),628838.7211
2010,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),643375.4336
2010,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2603289.63
2010,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),422721.8742
2010,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),6713348.969
2010,Argentina,Urban population,37055902
2010,Australia,Urban population,18767085
2010,Brazil,Urban population,165055094
2010,Canada,Urban population,27522537
2010,China,Urban population,658498663
2010,German,Urban population,62940432
2010,European Union,Urban population,373226783
2010,France,Urban population,50961407
2010,United Kingdom,Urban population,51030310
2010,Indonesia,Urban population,120709130
2010,India,Urban population,381763166
2010,Italy,Urban population,40502481
2010,Japan,Urban population,116302928
2010,"Korea, Rep.",Urban population,40602657
2010,Mexico,Urban population,88781439
2010,Russian Federation,Urban population,105261473
2010,Saudi Arabia,Urban population,22508632
2010,Turkey,Urban population,51225589
2010,United States,Urban population,249848865
2010,South Africa,Urban population,31866171
2015,Argentina,Agricultural_land_(sq. km),1487000
2015,Australia,Agricultural_land_(sq. km),4062690
2015,Brazil,Agricultural_land_(sq. km),2835790
2015,Canada,Agricultural_land_(sq. km),626413.9844
2015,China,Agricultural_land_(sq. km),5145530
2015,German,Agricultural_land_(sq. km),167250
2015,European Union,Agricultural_land_(sq. km),1827078.701
2015,France,Agricultural_land_(sq. km),287665
2015,United Kingdom,Agricultural_land_(sq. km),172320
2015,Indonesia,Agricultural_land_(sq. km),570000
2015,India,Agricultural_land_(sq. km),1797210
2015,Italy,Agricultural_land_(sq. km),131620
2015,Japan,Agricultural_land_(sq. km),45180
2015,"Korea, Rep.",Agricultural_land_(sq. km),17483.00049
2015,Mexico,Agricultural_land_(sq. km),1069260
2015,Russian Federation,Agricultural_land_(sq. km),2177218.125
2015,Saudi Arabia,Agricultural_land_(sq. km),1735752.969
2015,Turkey,Agricultural_land_(sq. km),385610
2015,United States,Agricultural_land_(sq. km),4078655
2015,South Africa,Agricultural_land_(sq. km),968410
2015,Argentina,CO2_Emissions(kt),204024.546
2015,Australia,CO2_Emissions(kt),361261.839
2015,Brazil,CO2_Emissions(kt),529808.16
2015,Canada,CO2_Emissions(kt),537193.498
2015,China,CO2_Emissions(kt),10291926.88
2015,German,CO2_Emissions(kt),719883.438
2015,European Union,CO2_Emissions(kt),3241844.353
2015,France,CO2_Emissions(kt),303275.568
2015,United Kingdom,CO2_Emissions(kt),419820.162
2015,Indonesia,CO2_Emissions(kt),464176.194
2015,India,CO2_Emissions(kt),2238377.137
2015,Italy,CO2_Emissions(kt),320411.459
2015,Japan,CO2_Emissions(kt),1214048.358
2015,"Korea, Rep.",CO2_Emissions(kt),587156.373
2015,Mexico,CO2_Emissions(kt),480270.657
2015,Russian Federation,CO2_Emissions(kt),1705345.684
