year,country,indicator,value
1978,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),248238.32
1978,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),377956.134
1978,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1343364.23
1978,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),550135.81
1978,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2726399.89
1978,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1357268.4
1978,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),6179286.452
1978,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),687571.95
1978,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),830538.8
1978,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),502384.1
1978,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),875174.32
1978,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),457629.696
1978,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1131050.16
1978,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),155967.54
1978,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),332679.42
1978,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2914879.88
1978,Saudi Arabia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),187608.1556
1978,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),146792.691
1978,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),6054464.7
1978,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),286819.563
1978,Argentina,Urban population,22227673
1978,Australia,Urban population,12240482
1978,Brazil,Urban population,73245834
1978,Canada,Urban population,18112108
1978,China,Urban population,171153535
1978,German,Urban population,56796181
1978,European Union,Urban population,314619503
1978,France,Urban population,40001620
1978,United Kingdom,Urban population,43925435
1978,Indonesia,Urban population,29468690
1978,India,Urban population,149379782
1978,Italy,Urban population,37198851
1978,Japan,Urban population,87391419
1978,"Korea, Rep.",Urban population,19679806
1978,Mexico,Urban population,41879098
1978,Russian Federation,Urban population,94157479
1978,Saudi Arabia,Urban population,5441027
1978,Turkey,Urban population,18048189
1978,United States,Urban population,164005080
1978,South Africa,Urban population,13105135
1979,Argentina,Agricultural_land_(sq. km),1281460
1979,Australia,Agricultural_land_(sq. km),4804770
1979,Brazil,Agricultural_land_(sq. km),2225130
1979,Canada,Agricultural_land_(sq. km),669030
1979,China,Agricultural_land_(sq. km),4231900
1979,German,Agricultural_land_(sq. km),185940
1979,European Union,Agricultural_land_(sq. km),1981558.999
1979,France,Agricultural_land_(sq. km),318340
1979,United Kingdom,Agricultural_land_(sq. km),184520
1979,Indonesia,Agricultural_land_(sq. km),380000
1979,India,Agricultural_land_(sq. km),1805800
1979,Italy,Agricultural_land_(sq. km),176080
1979,Japan,Agricultural_land_(sq. km),61740
1979,"Korea, Rep.",Agricultural_land_(sq. km),22520
1979,Mexico,Agricultural_land_(sq. km),979980
1979,Saudi Arabia,Agricultural_land_(sq. km),869090
1979,Turkey,Agricultural_land_(sq. km),388920
1979,United States,Agricultural_land_(sq. km),4281630
1979,South Africa,Agricultural_land_(sq. km),942100
1979,Argentina,CO2_Emissions(kt),110703.063
1979,Australia,CO2_Emissions(kt),205069.641
1979,Brazil,CO2_Emissions(kt),188322.452
1979,Canada,CO2_Emissions(kt),442067.851
1979,China,CO2_Emissions(kt),1494859.884
1979,European Union,CO2_Emissions(kt),4647643.766
1979,France,CO2_Emissions(kt),529155.434
1979,United Kingdom,CO2_Emissions(kt),644893.288
1979,Indonesia,CO2_Emissions(kt),95096.311
1979,India,CO2_Emissions(kt),296891.321
1979,Italy,CO2_Emissions(kt),387466.221
1979,Japan,CO2_Emissions(kt),955620.2
1979,"Korea, Rep.",CO2_Emissions(kt),133211.109
1979,Mexico,CO2_Emissions(kt),240874.229
1979,Saudi Arabia,CO2_Emissions(kt),138135.89
1979,Turkey,CO2_Emissions(kt),75576.87
1979,United States,CO2_Emissions(kt),4901796.244
1979,South Africa,CO2_Emissions(kt),218908.899
1979,Argentina,Population,27471036
1979,Australia,Population,14514000
1979,Brazil,Population,117878411
1979,Canada,Population,24201544
1979,China,Population,969005000
1979,German,Population,78126350
1979,European Union,Population,462298836
1979,France,Population,54917118
1979,United Kingdom,Population,56246951
1979,Indonesia,Population,144009845
1979,India,Population,682995354
1979,Italy,Population,56317749
1979,Japan,Population,115870000
1979,"Korea, Rep.",Population,37534236
1979,Mexico,Population,66123897
1979,Russian Federation,Population,138027000
1979,Saudi Arabia,Population,9137927
1979,Turkey,Population,42994041
1979,United States,Population,225055000
1979,South Africa,Population,27827320
1979,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),255920.06
1979,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),412123.022
1979,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1415028.578
1979,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),656571.07
1979,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2773803.817
1979,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1411701.43
1979,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),6385749.34
1979,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),697434.69
1979,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),876952.44
1979,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),696521.76
1979,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),905452.595
1979,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),475665.266
1979,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1159212.2
1979,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),172533.275
1979,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),362012.517
1979,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2964555.53
1979,Saudi Arabia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),216984.5731
1979,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),141905.285
1979,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),6135462.9
1979,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),298781.005
1979,Argentina,Urban population,22668000
1979,Australia,Urban population,12395391
1979,Brazil,Urban population,76091693
1979,Canada,Urban population,18301934
1979,China,Urban population,180399661
1979,German,Urban population,56865826
1979,European Union,Urban population,317255252
1979,France,Urban population,40205371
1979,United Kingdom,Urban population,44054299
1979,Indonesia,Urban population,30996679
1979,India,Urban population,155285824
1979,Italy,Urban population,37418639
1979,Japan,Urban population,88197927
1979,"Korea, Rep.",Urban population,20636698
1979,Mexico,Urban population,43407693
1979,Russian Federation,Urban population,95659612
1979,Saudi Arabia,Urban population,5885282
1979,Turkey,Urban population,18640066
1979,United States,Urban population,165847531
1979,South Africa,Urban population,13454231
1980,Argentina,Agricultural_land_(sq. km),1280200
1980,Australia,Agricultural_land_(sq. km),4829260
1980,Brazil,Agricultural_land_(sq. km),2242780
1980,Canada,Agricultural_land_(sq. km),663960
1980,China,Agricultural_land_(sq. km),4276040
1980,German,Agricultural_land_(sq. km),185190
1980,European Union,Agricultural_land_(sq. km),1976655
1980,France,Agricultural_land_(sq. km),317220
1980,United Kingdom,Agricultural_land_(sq. km),184690
1980,Indonesia,Agricultural_land_(sq. km),380000
1980,India,Agricultural_land_(sq. km),1802720
1980,Italy,Agricultural_land_(sq. km),175620
1980,Japan,Agricultural_land_(sq. km),60610
1980,"Korea, Rep.",Agricultural_land_(sq. km),22470
1980,Mexico,Agricultural_land_(sq. km),981800
1980,Saudi Arabia,Agricultural_land_(sq. km),869620
1980,Turkey,Agricultural_land_(sq. km),385790
1980,United States,Agricultural_land_(sq. km),4281630
1980,South Africa,Agricultural_land_(sq. km),941600
1980,Argentina,CO2_Emissions(kt),108737.551
1980,Australia,CO2_Emissions(kt),220746.066
1980,Brazil,CO2_Emissions(kt),187090.34
1980,Canada,CO2_Emissions(kt),443233.957
1980,China,CO2_Emissions(kt),1467192.369
1980,European Union,CO2_Emissions(kt),4518359.15
1980,France,CO2_Emissions(kt),505363.938
1980,United Kingdom,CO2_Emissions(kt),579290.658
1980,Indonesia,CO2_Emissions(kt),94784.616
1980,India,CO2_Emissions(kt),314016.211
1980,Italy,CO2_Emissions(kt),388969.691
1980,Japan,CO2_Emissions(kt),947571.135
1980,"Korea, Rep.",CO2_Emissions(kt),134868.593
1980,Mexico,CO2_Emissions(kt),268453.736
1980,Saudi Arabia,CO2_Emissions(kt),169404.399
1980,Turkey,CO2_Emissions(kt),75763.887
1980,United States,CO2_Emissions(kt),4723209.677
1980,South Africa,CO2_Emissions(kt),228454.1
1980,Argentina,Population,27896528
1980,Australia,Population,14692000
1980,Brazil,Population,120694009
1980,Canada,Population,24515667
1980,China,Population,981235000
1980,German,Population,78288576
1980,European Union,Population,464225439
1980,France,Population,55161527
1980,United Kingdom,Population,56314216
1980,Indonesia,Population,147447836
1980,India,Population,698952844
1980,Italy,Population,56433883
1980,Japan,Population,116782000
1980,"Korea, Rep.",Population,38123775
1980,Mexico,Population,67761372
1980,Russian Federation,Population,139010000
1980,Saudi Arabia,Population,9691476
1980,Turkey,Population,43975971
1980,United States,Population,227225000
1980,South Africa,Population,28556769
1980,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),253870.99
1980,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),433837.438
1980,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1499555.516
1980,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),711937.51
1980,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2757430.09
1980,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1354782.98
1980,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),6212891.968
1980,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),675156.85
1980,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),806582.53
1980,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),714214.48
1980,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),929414.77
1980,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),477727.329
1980,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1136091.34
1980,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),175229.771
1980,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),387137.41
1980,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),3028837.5
1980,Saudi Arabia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),260541.6713
1980,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),146951.184
1980,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5896082.8
1980,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),307875.565
1980,Argentina,Urban population,23122595
1980,Australia,Urban population,12569300
1980,Brazil,Urban population,79015954
1980,Canada,Urban population,18549289
1980,China,Urban population,189947471
1980,German,Urban population,57028530
1980,European Union,Urban population,319897066
1980,France,Urban population,40423470
1980,United Kingdom,Urban population,44195960
1980,Indonesia,Urban population,32591870
1980,India,Urban population,161444128
1980,Italy,Urban population,37607540
1980,Japan,Urban population,88958689
1980,"Korea, Rep.",Urban population,21623805
1980,Mexico,Urban population,44952217
1980,Russian Federation,Urban population,96960865
1980,Saudi Arabia,Urban population,6382806
1980,Turkey,Urban population,19252680
1980,United States,Urban population,167551171
1980,South Africa,Urban population,13828615
1981,Argentina,Agricultural_land_(sq. km),1278940
1981,Australia,Agricultural_land_(sq. km),4827410
1981,Brazil,Agricultural_land_(sq. km),2258240
1981,Canada,Agricultural_land_(sq. km),658890
1981,China,Agricultural_land_(sq. km),4329090
1981,German,Agricultural_land_(sq. km),184610
1981,European Union,Agricultural_land_(sq. km),1972269.998
1981,France,Agricultural_land_(sq. km),316870
1981,United Kingdom,Agricultural_land_(sq. km),183200
1981,Indonesia,Agricultural_land_(sq. km),379500
1981,India,Agricultural_land_(sq. km),1804010
1981,Italy,Agricultural_land_(sq. km),175510
1981,Japan,Agricultural_land_(sq. km),60420
1981,"Korea, Rep.",Agricultural_land_(sq. km),22450
1981,Mexico,Agricultural_land_(sq. km),982100
1981,Saudi Arabia,Agricultural_land_(sq. km),870130
1981,Turkey,Agricultural_land_(sq. km),386130
1981,United States,Agricultural_land_(sq. km),4281630
1981,South Africa,Agricultural_land_(sq. km),941000
1981,Argentina,CO2_Emissions(kt),102041.609
1981,Australia,CO2_Emissions(kt),230360.94
1981,Brazil,CO2_Emissions(kt),171806.284
1981,Canada,CO2_Emissions(kt),430003.421
1981,China,CO2_Emissions(kt),1451501.276
1981,European Union,CO2_Emissions(kt),4266013.116
1981,France,CO2_Emissions(kt),454700.666
1981,United Kingdom,CO2_Emissions(kt),560819.979
1981,Indonesia,CO2_Emissions(kt),100160.438
1981,India,CO2_Emissions(kt),338838.134
1981,Italy,CO2_Emissions(kt),378020.029
1981,Japan,CO2_Emissions(kt),929606.502
1981,"Korea, Rep.",CO2_Emissions(kt),139742.036
1981,Mexico,CO2_Emissions(kt),284529.864
1981,Saudi Arabia,CO2_Emissions(kt),175491.619
1981,Turkey,CO2_Emissions(kt),79874.594
1981,United States,CO2_Emissions(kt),4535800.308
1981,South Africa,CO2_Emissions(kt),257368.395
1981,Argentina,Population,28338515
1981,Australia,Population,14927000
1981,Brazil,Population,123570327
1981,Canada,Population,24819915
1981,China,Population,993885000
1981,German,Population,78407907
1981,European Union,Population,465947860
1981,France,Population,55430296
1981,United Kingdom,Population,56333829
1981,Indonesia,Population,150938232
1981,India,Population,715384993
1981,Italy,Population,56501675
1981,Japan,Population,117648000
1981,"Korea, Rep.",Population,38723248
1981,Mexico,Population,69407624
1981,Russian Federation,Population,139941000
1981,Saudi Arabia,Population,10311775
1981,Turkey,Population,44988414
1981,United States,Population,229466000
1981,South Africa,Population,29333103
1981,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),245776.76
1981,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),387882.439
1981,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1392080.679
1981,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),699416.91
1981,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2724309.237
1981,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1317791.85
1981,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),6030298.365
1981,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),621534.31
1981,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),789385.06
1981,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),637827.33
1981,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),979738.35
1981,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),466863.848
1981,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1105577.59
1981,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),181587.53
1981,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),407085.783
1981,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),3032439.53
1981,Saudi Arabia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),237000.734
1981,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),150438.512
1981,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5830249.4
1981,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),311848.005
1981,Argentina,Urban population,23609667
1981,Australia,Urban population,12792439
1981,Brazil,Urban population,82013626
1981,Canada,Urban population,18791654
1981,China,Urban population,199949784
1981,German,Urban population,57229147
1981,European Union,Urban population,322231875
1981,France,Urban population,40659231
1981,United Kingdom,Urban population,44271630
1981,Indonesia,Urban population,34436558
1981,India,Urban population,167521704
1981,Italy,Urban population,37764025
1981,Japan,Urban population,89733659
1981,"Korea, Rep.",Urban population,22617087
1981,Mexico,Urban population,46412878
1981,Russian Federation,Urban population,98228786
1981,Saudi Arabia,Urban population,6937865
1981,Turkey,Urban population,20329814
1981,United States,Urban population,169552427
1981,South Africa,Urban population,14253248
1982,Argentina,Agricultural_land_(sq. km),1287690
1982,Australia,Agricultural_land_(sq. km),4780810
1982,Brazil,Agricultural_land_(sq. km),2281360
1982,Canada,Agricultural_land_(sq. km),662760
1982,China,Agricultural_land_(sq. km),4425180
1982,German,Agricultural_land_(sq. km),183960
1982,European Union,Agricultural_land_(sq. km),1969633.999
1982,France,Agricultural_land_(sq. km),316460
1982,United Kingdom,Agricultural_land_(sq. km),182810
1982,Indonesia,Agricultural_land_(sq. km),379500
1982,India,Agricultural_land_(sq. km),1807710
1982,Italy,Agricultural_land_(sq. km),175360
1982,Japan,Agricultural_land_(sq. km),60260
1982,"Korea, Rep.",Agricultural_land_(sq. km),22430
1982,Mexico,Agricultural_land_(sq. km),983150
1982,Saudi Arabia,Agricultural_land_(sq. km),870680
1982,Turkey,Agricultural_land_(sq. km),371910
1982,United States,Agricultural_land_(sq. km),4313990
1982,South Africa,Agricultural_land_(sq. km),940330
1982,Argentina,CO2_Emissions(kt),103424.068
1982,Australia,CO2_Emissions(kt),234119.615
1982,Brazil,CO2_Emissions(kt),172176.651
1982,Canada,CO2_Emissions(kt),414811.04
1982,China,CO2_Emissions(kt),1580260.647
1982,European Union,CO2_Emissions(kt),4171917.105
1982,France,CO2_Emissions(kt),436893.714
1982,United Kingdom,CO2_Emissions(kt),548520.861
1982,Indonesia,CO2_Emissions(kt),105407.915
1982,India,CO2_Emissions(kt),349637.449
1982,Italy,CO2_Emissions(kt),369681.271
1982,Japan,CO2_Emissions(kt),900200.829
1982,"Korea, Rep.",CO2_Emissions(kt),141905.566
1982,Mexico,CO2_Emissions(kt),304837.71
1982,Saudi Arabia,CO2_Emissions(kt),158091.704
1982,Turkey,CO2_Emissions(kt),86988.574
1982,United States,CO2_Emissions(kt),4306748.487
1982,South Africa,CO2_Emissions(kt),280749.187
1982,Argentina,Population,28794548
1982,Australia,Population,15178000
1982,Brazil,Population,126498314
1982,Canada,Population,25116942
1982,China,Population,1008630000
1982,German,Population,78333366
1982,European Union,Population,467248876
1982,France,Population,55718933
1982,United Kingdom,Population,56313641
1982,Indonesia,Population,154468229
1982,India,Population,732239504
1982,Italy,Population,56543548
1982,Japan,Population,118449000
1982,"Korea, Rep.",Population,39326352
1982,Mexico,Population,71058654
1982,Russian Federation,Population,140823000
1982,Saudi Arabia,Population,10988853
1982,Turkey,Population,46025411
1982,United States,Population,231664000
1982,South Africa,Population,30150448
1982,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),243613.02
1982,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),428739.962
1982,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1445809.236
1982,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),576432.38
1982,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2815057.937
1982,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1267150.22
1982,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5898277.954
1982,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),597074.4
1982,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),772803.8
1982,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2488671.33
1982,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1011305.49
1982,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),456718.484
1982,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1063683.99
1982,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),180766.923
1982,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),452477.328
1982,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),3060875.9
1982,Saudi Arabia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),230347.819
1982,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),158937.322
1982,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5534118
1982,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),309369.215
1982,Argentina,Urban population,24118025
1982,Australia,Urban population,13002993
1982,Brazil,Urban population,85085296
1982,Canada,Urban population,19057229
1982,China,Urban population,210823843
1982,German,Urban population,57267174
1982,European Union,Urban population,323899301
1982,France,Urban population,40911627
1982,United Kingdom,Urban population,44228171
1982,Indonesia,Urban population,36463770
1982,India,Urban population,173152676
1982,Italy,Urban population,37819718
1982,Japan,Urban population,90474900
1982,"Korea, Rep.",Urban population,23619800
1982,Mexico,Urban population,47890690
1982,Russian Federation,Urban population,99464693
1982,Saudi Arabia,Urban population,7546375
1982,Turkey,Urban population,21630562
1982,United States,Urban population,171528659
1982,South Africa,Urban population,14700152
1983,Argentina,Agricultural_land_(sq. km),1286440
1983,Australia,Agricultural_land_(sq. km),4711250
1983,Brazil,Agricultural_land_(sq. km),2288210
1983,Canada,Agricultural_land_(sq. km),666640
1983,China,Agricultural_land_(sq. km),4529280
1983,German,Agricultural_land_(sq. km),183300
1983,European Union,Agricultural_land_(sq. km),1958072.998
1983,France,Agricultural_land_(sq. km),315650
1983,United Kingdom,Agricultural_land_(sq. km),182160
1983,Indonesia,Agricultural_land_(sq. km),379000
1983,India,Agricultural_land_(sq. km),1804620
1983,Italy,Agricultural_land_(sq. km),172600
1983,Japan,Agricultural_land_(sq. km),60110
1983,"Korea, Rep.",Agricultural_land_(sq. km),22360
1983,Mexico,Agricultural_land_(sq. km),1010200
1983,Saudi Arabia,Agricultural_land_(sq. km),872700
1983,Turkey,Agricultural_land_(sq. km),367180
1983,United States,Agricultural_land_(sq. km),4313990
1983,South Africa,Agricultural_land_(sq. km),940330
1983,Argentina,CO2_Emissions(kt),105213.564
1983,Australia,CO2_Emissions(kt),225003.453
1983,Brazil,CO2_Emissions(kt),166632.147
1983,Canada,CO2_Emissions(kt),408687.15
1983,China,CO2_Emissions(kt),1667029.201
1983,European Union,CO2_Emissions(kt),4111986.351
1983,France,CO2_Emissions(kt),422603.415
1983,United Kingdom,CO2_Emissions(kt),545741.275
1983,Indonesia,CO2_Emissions(kt),104956.874
1983,India,CO2_Emissions(kt),378669.088
1983,Italy,CO2_Emissions(kt),361364.515
1983,Japan,CO2_Emissions(kt),883838.675
1983,"Korea, Rep.",CO2_Emissions(kt),150904.384
1983,Mexico,CO2_Emissions(kt),278442.644
1983,Saudi Arabia,CO2_Emissions(kt),161050.973
1983,Turkey,CO2_Emissions(kt),90541.897
1983,United States,CO2_Emissions(kt),4341878.347
1983,South Africa,CO2_Emissions(kt),292230.564
1983,Argentina,Population,29262047
1983,Australia,Population,15369000
1983,Brazil,Population,129448819
1983,Canada,Population,25366451
1983,China,Population,1023310000
1983,German,Population,78128282
1983,European Union,Population,468335580
1983,France,Population,56023770
1983,United Kingdom,Population,56332848
1983,Indonesia,Population,158009246
1983,India,Population,749428958
1983,Italy,Population,56564074
1983,Japan,Population,119259000
1983,"Korea, Rep.",Population,39910403
1983,Mexico,Population,72709299
1983,Russian Federation,Population,141668000
1983,Saudi Arabia,Population,11701128
1983,Turkey,Population,47073472
1983,United States,Population,233792000
1983,South Africa,Population,30993758
1983,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),248681.79
1983,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),386673.558
1983,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1458951.572
1983,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),573187.34
1983,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2950585.591
1983,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1268455.75
1983,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5876516.493
1983,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),584373.15
1983,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),763225.32
1983,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1105446.85
1983,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1059291.57
1983,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),451604.575
1983,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1070491.43
1983,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),192747.731
1983,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),420752.599
1983,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),3076796.39
1983,Saudi Arabia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),223068.247
1983,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),163446.14
1983,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5524777.8
1983,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),299856.869
1983,Argentina,Urban population,24636888
1983,Australia,Urban population,13162165
1983,Brazil,Urban population,88209014
1983,Canada,Urban population,19287381
1983,China,Urban population,220472140
1983,German,Urban population,57114118
1983,European Union,Urban population,325288337
1983,France,Urban population,41177471
1983,United Kingdom,Urban population,44215089
1983,Indonesia,Urban population,38577957
1983,India,Urban population,178956141
1983,Italy,Urban population,37822134
1983,Japan,Urban population,91224787
1983,"Korea, Rep.",Urban population,24621925
1983,Mexico,Urban population,49383429
1983,Russian Federation,Urban population,100677781
1983,Saudi Arabia,Urban population,8194651
1983,Turkey,Urban population,22977503
1983,United States,Urban population,173459636
1983,South Africa,Urban population,15162766
1984,Argentina,Agricultural_land_(sq. km),1285170
1984,Australia,Agricultural_land_(sq. km),4730390
1984,Brazil,Agricultural_land_(sq. km),2299240
1984,Canada,Agricultural_land_(sq. km),670510
1984,China,Agricultural_land_(sq. km),4645370
1984,German,Agricultural_land_(sq. km),182840
1984,European Union,Agricultural_land_(sq. km),1955548.999
1984,France,Agricultural_land_(sq. km),315080
1984,United Kingdom,Agricultural_land_(sq. km),182020
1984,Indonesia,Agricultural_land_(sq. km),370520
1984,India,Agricultural_land_(sq. km),1814520
1984,Italy,Agricultural_land_(sq. km),172440
1984,Japan,Agricultural_land_(sq. km),59960
1984,"Korea, Rep.",Agricultural_land_(sq. km),22290
1984,Mexico,Agricultural_land_(sq. km),1010305
1984,Saudi Arabia,Agricultural_land_(sq. km),924230
1984,Turkey,Agricultural_land_(sq. km),376130
1984,United States,Agricultural_land_(sq. km),4313990
1984,South Africa,Agricultural_land_(sq. km),940330
1984,Argentina,CO2_Emissions(kt),106522.683
1984,Australia,CO2_Emissions(kt),236594.84
1984,Brazil,CO2_Emissions(kt),168806.678
1984,Canada,CO2_Emissions(kt),425595.687
1984,China,CO2_Emissions(kt),1814908.31
1984,European Union,CO2_Emissions(kt),4084428.697
1984,France,CO2_Emissions(kt),405342.846
1984,United Kingdom,CO2_Emissions(kt),529335.117
1984,Indonesia,CO2_Emissions(kt),112184.531
1984,India,CO2_Emissions(kt),388118.947
1984,Italy,CO2_Emissions(kt),367649.753
1984,Japan,CO2_Emissions(kt),940130.792
1984,"Korea, Rep.",CO2_Emissions(kt),163911.233
