ID,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value,Scenario
3212,Electricity,Share_of_renewable_electricity_generation,%_renewables,AR,Argentina,2010,historic,28.5854562,Historic
3213,Electricity,Share_of_renewable_electricity_generation,%_renewables,AR,Argentina,2015,historic,28.14006912,Historic
3214,Electricity,Share_of_renewable_electricity_generation,%_renewables,AR,Argentina,2016,historic,26.9747693,Historic
3215,Electricity,Share_of_renewable_electricity_generation,%_renewables,AR,Argentina,2017,historic,29.30702201,Historic
3216,Electricity,Share_of_renewable_electricity_generation,%_renewables,AU,Australia,1990,historic,9.656030644,Historic
3217,Electricity,Share_of_renewable_electricity_generation,%_renewables,AU,Australia,1995,historic,9.62414282,Historic
3218,Electricity,Share_of_renewable_electricity_generation,%_renewables,AU,Australia,2000,historic,8.381618572,Historic
3219,Electricity,Share_of_renewable_electricity_generation,%_renewables,AU,Australia,2005,historic,8.803706639,Historic
3220,Electricity,Share_of_renewable_electricity_generation,%_renewables,AU,Australia,2010,historic,8.598494145,Historic
3221,Electricity,Share_of_renewable_electricity_generation,%_renewables,AU,Australia,2015,historic,13.30035735,Historic
3222,Electricity,Share_of_renewable_electricity_generation,%_renewables,AU,Australia,2016,historic,14.49704604,Historic
3223,Electricity,Share_of_renewable_electricity_generation,%_renewables,AU,Australia,2017,historic,15.59840168,Historic
3224,Electricity,Share_of_renewable_electricity_generation,%_renewables,AU,Australia,2018,historic,17.05222908,Historic
3225,Electricity,Share_of_renewable_electricity_generation,%_renewables,BR,Brazil,1990,historic,94.50051835,Historic
3226,Electricity,Share_of_renewable_electricity_generation,%_renewables,BR,Brazil,1995,historic,94.1574958,Historic
3227,Electricity,Share_of_renewable_electricity_generation,%_renewables,BR,Brazil,2000,historic,89.49270586,Historic
3228,Electricity,Share_of_renewable_electricity_generation,%_renewables,BR,Brazil,2005,historic,87.12462751,Historic
3229,Electricity,Share_of_renewable_electricity_generation,%_renewables,BR,Brazil,2010,historic,84.72423388,Historic
3230,Electricity,Share_of_renewable_electricity_generation,%_renewables,BR,Brazil,2015,historic,73.96690805,Historic
3231,Electricity,Share_of_renewable_electricity_generation,%_renewables,BR,Brazil,2016,historic,80.348046,Historic
3232,Electricity,Share_of_renewable_electricity_generation,%_renewables,BR,Brazil,2017,historic,79.12555141,Historic
3233,Electricity,Share_of_renewable_electricity_generation,%_renewables,BR,Brazil,2018,historic,82.28165309,Historic
3234,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,1990,historic,62.37871882,Historic
3235,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,1995,historic,61.00409818,Historic
3236,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2000,historic,60.60030119,Historic
3237,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2005,historic,60.03552197,Historic
3238,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2010,historic,61.39600739,Historic
3239,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2015,historic,63.65181824,Historic
3240,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2016,historic,65.04448545,Historic
3241,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2017,historic,65.6489257,Historic
3242,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2018,historic,65.1872182,Historic
3243,Electricity,Share_of_renewable_electricity_generation,%_renewables,CN,China,1990,historic,20.40793989,Historic
3244,Electricity,Share_of_renewable_electricity_generation,%_renewables,CN,China,1995,historic,19.2141393,Historic
3245,Electricity,Share_of_renewable_electricity_generation,%_renewables,CN,China,2000,historic,16.63949819,Historic
3246,Electricity,Share_of_renewable_electricity_generation,%_renewables,CN,China,2005,historic,16.17502498,Historic
3247,Electricity,Share_of_renewable_electricity_generation,%_renewables,CN,China,2010,historic,18.62282605,Historic
3248,Electricity,Share_of_renewable_electricity_generation,%_renewables,CN,China,2015,historic,23.92105022,Historic
3249,Electricity,Share_of_renewable_electricity_generation,%_renewables,CN,China,2016,historic,24.88668775,Historic
3250,Electricity,Share_of_renewable_electricity_generation,%_renewables,CN,China,2017,historic,25.17912734,Historic
3251,Electricity,Share_of_renewable_electricity_generation,%_renewables,FR,France,1990,historic,13.3698466,Historic
3252,Electricity,Share_of_renewable_electricity_generation,%_renewables,FR,France,1995,historic,15.36112508,Historic
3253,Electricity,Share_of_renewable_electricity_generation,%_renewables,FR,France,2000,historic,12.96787647,Historic
3254,Electricity,Share_of_renewable_electricity_generation,%_renewables,FR,France,2005,historic,9.860646697,Historic
3255,Electricity,Share_of_renewable_electricity_generation,%_renewables,FR,France,2010,historic,13.8528476,Historic
3256,Electricity,Share_of_renewable_electricity_generation,%_renewables,FR,France,2015,historic,15.93140115,Historic
3257,Electricity,Share_of_renewable_electricity_generation,%_renewables,FR,France,2016,historic,17.7230414,Historic
3258,Electricity,Share_of_renewable_electricity_generation,%_renewables,FR,France,2017,historic,16.62627242,Historic
3259,Electricity,Share_of_renewable_electricity_generation,%_renewables,FR,France,2018,historic,19.59329653,Historic
3260,Electricity,Share_of_renewable_electricity_generation,%_renewables,DE,Germany,1990,historic,3.486350771,Historic
3261,Electricity,Share_of_renewable_electricity_generation,%_renewables,DE,Germany,1995,historic,4.866989231,Historic
3262,Electricity,Share_of_renewable_electricity_generation,%_renewables,DE,Germany,2000,historic,6.198531223,Historic
3263,Electricity,Share_of_renewable_electricity_generation,%_renewables,DE,Germany,2005,historic,10.15021111,Historic
3264,Electricity,Share_of_renewable_electricity_generation,%_renewables,DE,Germany,2010,historic,16.72707367,Historic
3265,Electricity,Share_of_renewable_electricity_generation,%_renewables,DE,Germany,2015,historic,29.23177012,Historic
3266,Electricity,Share_of_renewable_electricity_generation,%_renewables,DE,Germany,2016,historic,29.26696616,Historic
3267,Electricity,Share_of_renewable_electricity_generation,%_renewables,DE,Germany,2017,historic,33.39899835,Historic
3268,Electricity,Share_of_renewable_electricity_generation,%_renewables,DE,Germany,2018,historic,35.29370641,Historic
3269,Electricity,Share_of_renewable_electricity_generation,%_renewables,IN,India,1990,historic,24.48929396,Historic
3270,Electricity,Share_of_renewable_electricity_generation,%_renewables,IN,India,1995,historic,17.26053911,Historic
3271,Electricity,Share_of_renewable_electricity_generation,%_renewables,IN,India,2000,historic,13.59094803,Historic
3272,Electricity,Share_of_renewable_electricity_generation,%_renewables,IN,India,2005,historic,16.64359441,Historic
3273,Electricity,Share_of_renewable_electricity_generation,%_renewables,IN,India,2010,historic,16.2239703,Historic
3274,Electricity,Share_of_renewable_electricity_generation,%_renewables,IN,India,2015,historic,15.63384925,Historic
3275,Electricity,Share_of_renewable_electricity_generation,%_renewables,IN,India,2016,historic,16.74220471,Historic
3276,Electricity,Share_of_renewable_electricity_generation,%_renewables,IN,India,2017,historic,17.19689603,Historic
3277,Electricity,Share_of_renewable_electricity_generation,%_renewables,ID,Indonesia,1990,historic,20.9171335,Historic
3278,Electricity,Share_of_renewable_electricity_generation,%_renewables,ID,Indonesia,1995,historic,16.4630953,Historic
3279,Electricity,Share_of_renewable_electricity_generation,%_renewables,ID,Indonesia,2000,historic,15.95606751,Historic
3280,Electricity,Share_of_renewable_electricity_generation,%_renewables,ID,Indonesia,2005,historic,13.60553286,Historic
3281,Electricity,Share_of_renewable_electricity_generation,%_renewables,ID,Indonesia,2010,historic,15.85402492,Historic
3282,Electricity,Share_of_renewable_electricity_generation,%_renewables,ID,Indonesia,2015,historic,10.65115563,Historic
3283,Electricity,Share_of_renewable_electricity_generation,%_renewables,ID,Indonesia,2016,historic,12.56695708,Historic
3284,Electricity,Share_of_renewable_electricity_generation,%_renewables,ID,Indonesia,2017,historic,12.54212949,Historic
3285,Electricity,Share_of_renewable_electricity_generation,%_renewables,IT,Italy,1990,historic,16.37602218,Historic
3286,Electricity,Share_of_renewable_electricity_generation,%_renewables,IT,Italy,1995,historic,17.46600158,Historic
3287,Electricity,Share_of_renewable_electricity_generation,%_renewables,IT,Italy,2000,historic,18.84819275,Historic
3288,Electricity,Share_of_renewable_electricity_generation,%_renewables,IT,Italy,2005,historic,16.31821857,Historic
3289,Electricity,Share_of_renewable_electricity_generation,%_renewables,IT,Italy,2010,historic,25.76060835,Historic
3290,Electricity,Share_of_renewable_electricity_generation,%_renewables,IT,Italy,2015,historic,38.67900739,Historic
3291,Electricity,Share_of_renewable_electricity_generation,%_renewables,IT,Italy,2016,historic,37.51541104,Historic
3292,Electricity,Share_of_renewable_electricity_generation,%_renewables,IT,Italy,2017,historic,35.33897498,Historic
3293,Electricity,Share_of_renewable_electricity_generation,%_renewables,IT,Italy,2018,historic,39.70512909,Historic
3294,Electricity,Share_of_renewable_electricity_generation,%_renewables,JP,Japan,1990,historic,11.42497986,Historic
3295,Electricity,Share_of_renewable_electricity_generation,%_renewables,JP,Japan,1995,historic,9.397257525,Historic
3296,Electricity,Share_of_renewable_electricity_generation,%_renewables,JP,Japan,2000,historic,9.259492705,Historic
3297,Electricity,Share_of_renewable_electricity_generation,%_renewables,JP,Japan,2005,historic,8.880797732,Historic
3298,Electricity,Share_of_renewable_electricity_generation,%_renewables,JP,Japan,2010,historic,9.619876686,Historic
3299,Electricity,Share_of_renewable_electricity_generation,%_renewables,JP,Japan,2015,historic,14.39832353,Historic
3300,Electricity,Share_of_renewable_electricity_generation,%_renewables,JP,Japan,2016,historic,14.21117,Historic
3301,Electricity,Share_of_renewable_electricity_generation,%_renewables,JP,Japan,2017,historic,15.85613775,Historic
3302,Electricity,Share_of_renewable_electricity_generation,%_renewables,JP,Japan,2018,historic,17.83903044,Historic
3303,Electricity,Share_of_renewable_electricity_generation,%_renewables,MX,Mexico,1990,historic,24.69331906,Historic
3304,Electricity,Share_of_renewable_electricity_generation,%_renewables,MX,Mexico,1995,historic,23.65022857,Historic
3305,Electricity,Share_of_renewable_electricity_generation,%_renewables,MX,Mexico,2000,historic,19.8040598,Historic
3306,Electricity,Share_of_renewable_electricity_generation,%_renewables,MX,Mexico,2005,historic,15.19731385,Historic
3307,Electricity,Share_of_renewable_electricity_generation,%_renewables,MX,Mexico,2010,historic,16.60315456,Historic
3308,Electricity,Share_of_renewable_electricity_generation,%_renewables,MX,Mexico,2015,historic,15.27813538,Historic
3309,Electricity,Share_of_renewable_electricity_generation,%_renewables,MX,Mexico,2016,historic,15.33203978,Historic
3310,Electricity,Share_of_renewable_electricity_generation,%_renewables,MX,Mexico,2017,historic,15.99070986,Historic
3311,Electricity,Share_of_renewable_electricity_generation,%_renewables,MX,Mexico,2018,historic,16.43257727,Historic
3312,Electricity,Share_of_renewable_electricity_generation,%_renewables,RU,Russia,1990,historic,15.33814104,Historic
3313,Electricity,Share_of_renewable_electricity_generation,%_renewables,RU,Russia,1995,historic,20.42662271,Historic
3314,Electricity,Share_of_renewable_electricity_generation,%_renewables,RU,Russia,2000,historic,18.72960564,Historic
3315,Electricity,Share_of_renewable_electricity_generation,%_renewables,RU,Russia,2005,historic,18.20252976,Historic
3316,Electricity,Share_of_renewable_electricity_generation,%_renewables,RU,Russia,2010,historic,16.12058881,Historic
3317,Electricity,Share_of_renewable_electricity_generation,%_renewables,RU,Russia,2015,historic,15.85579515,Historic
3318,Electricity,Share_of_renewable_electricity_generation,%_renewables,RU,Russia,2016,historic,17.05320287,Historic
3319,Electricity,Share_of_renewable_electricity_generation,%_renewables,RU,Russia,2017,historic,17.05135917,Historic
3320,Electricity,Share_of_renewable_electricity_generation,%_renewables,RU,Russia,2018,historic,17.34061556,Historic
3321,Electricity,Share_of_renewable_electricity_generation,%_renewables,SA,Saudi_Arabia,2015,historic,0.038127102,Historic
3322,Electricity,Share_of_renewable_electricity_generation,%_renewables,SA,Saudi_Arabia,2016,historic,0.037411474,Historic
3323,Electricity,Share_of_renewable_electricity_generation,%_renewables,SA,Saudi_Arabia,2017,historic,0.04455918,Historic
3324,Electricity,Share_of_renewable_electricity_generation,%_renewables,ZA,South_Africa,1990,historic,0.610696254,Historic
3325,Electricity,Share_of_renewable_electricity_generation,%_renewables,ZA,South_Africa,1995,historic,0.285358262,Historic
3326,Electricity,Share_of_renewable_electricity_generation,%_renewables,ZA,South_Africa,2000,historic,0.677453966,Historic
3327,Electricity,Share_of_renewable_electricity_generation,%_renewables,ZA,South_Africa,2005,historic,0.662246184,Historic
3328,Electricity,Share_of_renewable_electricity_generation,%_renewables,ZA,South_Africa,2010,historic,0.939029332,Historic
3329,Electricity,Share_of_renewable_electricity_generation,%_renewables,ZA,South_Africa,2015,historic,2.404594384,Historic
3330,Electricity,Share_of_renewable_electricity_generation,%_renewables,ZA,South_Africa,2016,historic,3.110405567,Historic
3331,Electricity,Share_of_renewable_electricity_generation,%_renewables,ZA,South_Africa,2017,historic,3.817597894,Historic
3332,Electricity,Share_of_renewable_electricity_generation,%_renewables,KR,South_Korea,1990,historic,6.037714362,Historic
3333,Electricity,Share_of_renewable_electricity_generation,%_renewables,KR,South_Korea,1995,historic,1.662811432,Historic
3334,Electricity,Share_of_renewable_electricity_generation,%_renewables,KR,South_Korea,2000,historic,1.424828265,Historic
3335,Electricity,Share_of_renewable_electricity_generation,%_renewables,KR,South_Korea,2005,historic,1.044669145,Historic
3336,Electricity,Share_of_renewable_electricity_generation,%_renewables,KR,South_Korea,2010,historic,1.245374639,Historic
3337,Electricity,Share_of_renewable_electricity_generation,%_renewables,KR,South_Korea,2015,historic,1.93826758,Historic
3338,Electricity,Share_of_renewable_electricity_generation,%_renewables,KR,South_Korea,2016,historic,2.842438298,Historic
3339,Electricity,Share_of_renewable_electricity_generation,%_renewables,KR,South_Korea,2017,historic,3.309264555,Historic
3340,Electricity,Share_of_renewable_electricity_generation,%_renewables,KR,South_Korea,2018,historic,3.836330901,Historic
3341,Electricity,Share_of_renewable_electricity_generation,%_renewables,TR,Turkey,1990,historic,40.36633474,Historic
3342,Electricity,Share_of_renewable_electricity_generation,%_renewables,TR,Turkey,1995,historic,41.56550373,Historic
3343,Electricity,Share_of_renewable_electricity_generation,%_renewables,TR,Turkey,2000,historic,24.93876179,Historic
3344,Electricity,Share_of_renewable_electricity_generation,%_renewables,TR,Turkey,2005,historic,24.54246832,Historic
3345,Electricity,Share_of_renewable_electricity_generation,%_renewables,TR,Turkey,2010,historic,26.37778872,Historic
3346,Electricity,Share_of_renewable_electricity_generation,%_renewables,TR,Turkey,2015,historic,31.95700256,Historic
3347,Electricity,Share_of_renewable_electricity_generation,%_renewables,TR,Turkey,2016,historic,32.88716072,Historic
3348,Electricity,Share_of_renewable_electricity_generation,%_renewables,TR,Turkey,2017,historic,29.34458655,Historic
3349,Electricity,Share_of_renewable_electricity_generation,%_renewables,TR,Turkey,2018,historic,31.83400576,Historic
3350,Electricity,Share_of_renewable_electricity_generation,%_renewables,GB,United_Kingdom,1990,historic,1.828767447,Historic
3351,Electricity,Share_of_renewable_electricity_generation,%_renewables,GB,United_Kingdom,1995,historic,2.066534532,Historic
3352,Electricity,Share_of_renewable_electricity_generation,%_renewables,GB,United_Kingdom,2000,historic,2.663105175,Historic
3353,Electricity,Share_of_renewable_electricity_generation,%_renewables,GB,United_Kingdom,2005,historic,4.283481612,Historic
3354,Electricity,Share_of_renewable_electricity_generation,%_renewables,GB,United_Kingdom,2010,historic,6.909619683,Historic
3355,Electricity,Share_of_renewable_electricity_generation,%_renewables,GB,United_Kingdom,2015,historic,24.80089963,Historic
3356,Electricity,Share_of_renewable_electricity_generation,%_renewables,GB,United_Kingdom,2016,historic,24.71531953,Historic
3357,Electricity,Share_of_renewable_electricity_generation,%_renewables,GB,United_Kingdom,2017,historic,29.61003267,Historic
3358,Electricity,Share_of_renewable_electricity_generation,%_renewables,GB,United_Kingdom,2018,historic,33.54102674,Historic
3359,Electricity,Share_of_renewable_electricity_generation,%_renewables,US,United_States,1990,historic,11.52864685,Historic
3360,Electricity,Share_of_renewable_electricity_generation,%_renewables,US,United_States,1995,historic,10.80108499,Historic
3361,Electricity,Share_of_renewable_electricity_generation,%_renewables,US,United_States,2000,historic,8.205996942,Historic
3362,Electricity,Share_of_renewable_electricity_generation,%_renewables,US,United_States,2005,historic,8.578465534,Historic
3363,Electricity,Share_of_renewable_electricity_generation,%_renewables,US,United_States,2010,historic,10.12035515,Historic
3364,Electricity,Share_of_renewable_electricity_generation,%_renewables,US,United_States,2015,historic,13.22859321,Historic
3365,Electricity,Share_of_renewable_electricity_generation,%_renewables,US,United_States,2016,historic,14.8171165,Historic
3366,Electricity,Share_of_renewable_electricity_generation,%_renewables,US,United_States,2017,historic,16.84402923,Historic
3367,Electricity,Share_of_renewable_electricity_generation,%_renewables,US,United_States,2018,historic,16.99755246,Historic
3368,Electricity,Share_of_renewable_electricity_generation,%_renewables,World,World,1990,historic,19.38004953,Historic
3369,Electricity,Share_of_renewable_electricity_generation,%_renewables,World,World,1995,historic,19.84863822,Historic
3370,Electricity,Share_of_renewable_electricity_generation,%_renewables,World,World,2000,historic,18.33588178,Historic
3371,Electricity,Share_of_renewable_electricity_generation,%_renewables,World,World,2005,historic,18.02369886,Historic
3372,Electricity,Share_of_renewable_electricity_generation,%_renewables,World,World,2010,historic,19.51084902,Historic
3373,Electricity,Share_of_renewable_electricity_generation,%_renewables,World,World,2015,historic,22.77481252,Historic
3374,Electricity,Share_of_renewable_electricity_generation,%_renewables,World,World,2016,historic,23.7456563,Historic
3375,Electricity,Share_of_renewable_electricity_generation,%_renewables,World,World,2017,historic,24.48414934,Historic
3376,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AR,Argentina,1990,historic,1,Historic
3377,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AR,Argentina,1995,historic,1.498581994,Historic
3378,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AR,Argentina,2000,historic,1.639437246,Historic
3379,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AR,Argentina,2005,historic,1.966635155,Historic
3380,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AR,Argentina,2010,historic,1.991158316,Historic
3381,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AR,Argentina,2015,historic,2.268308958,Historic
3382,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AR,Argentina,2016,historic,2.200911972,Historic
3383,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AR,Argentina,2017,historic,2.367736195,Historic
3384,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AU,Australia,1990,historic,1,Historic
3385,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AU,Australia,1995,historic,1.116324339,Historic
3386,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AU,Australia,2000,historic,1.180695395,Historic
3387,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AU,Australia,2005,historic,1.349375755,Historic
3388,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AU,Australia,2010,historic,1.457980937,Historic
3389,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AU,Australia,2015,historic,2.243455497,Historic
3390,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AU,Australia,2016,historic,2.493690428,Historic
3391,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AU,Australia,2017,historic,2.698885756,Historic
3392,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,AU,Australia,2018,historic,2.98744798,Historic
3393,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,1990,historic,1,Historic
3394,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,1995,historic,1.232382092,Historic
3395,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,2000,historic,1.48289618,Historic
3396,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,2005,historic,1.667597487,Historic
3397,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,2010,historic,2.075163725,Historic
3398,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,2015,historic,2.043197652,Historic
3399,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,2016,historic,2.208921626,Historic
3400,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,2017,historic,2.214810488,Historic
3401,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,2018,historic,2.349931376,Historic
3402,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,1990,historic,1,Historic
3403,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,1995,historic,1.136136432,Historic
3404,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2000,historic,1.220498784,Historic
3405,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2005,historic,1.23880329,Historic
3406,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2010,historic,1.232990013,Historic
3407,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2015,historic,1.410813759,Historic
3408,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2016,historic,1.441772451,Historic
3409,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2017,historic,1.437219604,Historic
3410,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2018,historic,1.41074392,Historic
3411,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CN,China,1990,historic,1,Historic
3412,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CN,China,1995,historic,1.527447392,Historic
3413,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CN,China,2000,historic,1.779253557,Historic
3414,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CN,China,2005,historic,3.189978547,Historic
3415,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CN,China,2010,historic,6.16492097,Historic
3416,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CN,China,2015,historic,11.02531785,Historic
3417,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CN,China,2016,historic,12.1444143,Historic
3418,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CN,China,2017,historic,13.11135912,Historic
3419,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,FR,France,1990,historic,1,Historic
3420,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,FR,France,1995,historic,1.352731315,Historic
3421,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,FR,France,2000,historic,1.2442317,Historic
3422,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,FR,France,2005,historic,1.00978863,Historic
3423,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,FR,France,2010,historic,1.4018896,Historic
3424,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,FR,France,2015,historic,1.640115456,Historic
3425,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,FR,France,2016,historic,1.777963033,Historic
3426,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,FR,France,2017,historic,1.660302264,Historic
3427,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,FR,France,2018,historic,2.022248516,Historic
3428,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,DE,Germany,1990,historic,1,Historic
3429,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,DE,Germany,1995,historic,1.358194103,Historic
3430,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,DE,Germany,2000,historic,1.858010789,Historic
3431,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,DE,Germany,2005,historic,3.273712879,Historic
3432,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,DE,Germany,2010,historic,5.489394019,Historic
3433,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,DE,Germany,2015,historic,9.81333473,Historic
3434,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,DE,Germany,2016,historic,9.864452941,Historic
3435,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,DE,Germany,2017,historic,11.33064474,Historic
3436,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,DE,Germany,2018,historic,11.89865396,Historic
3437,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IN,India,1990,historic,1,Historic
3438,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IN,India,1995,historic,1.020059145,Historic
3439,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IN,India,2000,historic,1.08004129,Historic
3440,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IN,India,2005,historic,1.662007588,Historic
3441,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IN,India,2010,historic,2.221320165,Historic
3442,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IN,India,2015,historic,2.996568463,Historic
3443,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IN,India,2016,historic,3.403470595,Historic
3444,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IN,India,2017,historic,3.675594242,Historic
3445,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ID,Indonesia,1990,historic,1,Historic
3446,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ID,Indonesia,1995,historic,1.42616713,Historic
3447,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ID,Indonesia,2000,historic,2.179277038,Historic
3448,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ID,Indonesia,2005,historic,2.5392946,Historic
3449,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ID,Indonesia,2010,historic,3.938679936,Historic
3450,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ID,Indonesia,2015,historic,3.647299868,Historic
3451,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ID,Indonesia,2016,historic,4.559637055,Historic
3452,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,ID,Indonesia,2017,historic,4.678179423,Historic
3453,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,1990,historic,1,Historic
3454,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,1995,historic,1.187738146,Historic
3455,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2000,historic,1.457642172,Historic
3456,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2005,historic,1.387738146,Historic
3457,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2010,historic,2.205013608,Historic
3458,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2015,historic,3.120040109,Historic
3459,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2016,historic,3.094771523,Historic
3460,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2017,historic,2.976593611,Historic
3461,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,IT,Italy,2018,historic,3.286749749,Historic
3462,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,1990,historic,1,Historic
3463,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,1995,historic,0.932399346,Historic
3464,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,2000,historic,0.992492203,Historic
3465,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,JP,Japan,2005,historic,0.991933436,Historic
